date,index_name,value
2000-10-03,"Beverage, Food & Tobacco",717.6
2000-10-04,"Beverage, Food & Tobacco",717.3
2000-10-05,"Beverage, Food & Tobacco",708.1
2000-10-06,"Beverage, Food & Tobacco",709.7
2000-10-09,"Beverage, Food & Tobacco",714.3
2000-10-10,"Beverage, Food & Tobacco",704.5
2000-10-11,"Beverage, Food & Tobacco",697.4
2000-10-13,"Beverage, Food & Tobacco",695.4
2000-10-16,"Beverage, Food & Tobacco",701.8
2000-10-17,"Beverage, Food & Tobacco",693.0
2000-10-18,"Beverage, Food & Tobacco",695.8
2000-10-19,"Beverage, Food & Tobacco",696.4
2000-10-20,"Beverage, Food & Tobacco",695.0
2000-10-23,"Beverage, Food & Tobacco",695.3
2000-10-24,"Beverage, Food & Tobacco",695.4
2000-10-25,"Beverage, Food & Tobacco",690.4
2000-10-26,"Beverage, Food & Tobacco",682.7
2000-10-27,"Beverage, Food & Tobacco",679.1
2000-10-30,"Beverage, Food & Tobacco",680.5
2000-10-31,"Beverage, Food & Tobacco",679.1
2000-11-01,"Beverage, Food & Tobacco",681.1
2000-11-02,"Beverage, Food & Tobacco",677.9
2000-11-03,"Beverage, Food & Tobacco",679.8
2000-11-06,"Beverage, Food & Tobacco",680.3
2000-11-07,"Beverage, Food & Tobacco",680.1
2000-11-08,"Beverage, Food & Tobacco",678.1
2000-11-09,"Beverage, Food & Tobacco",678.2
2000-11-10,"Beverage, Food & Tobacco",678.0
2000-11-13,"Beverage, Food & Tobacco",678.0
2000-11-14,"Beverage, Food & Tobacco",680.3
2000-11-15,"Beverage, Food & Tobacco",681.2
2000-11-16,"Beverage, Food & Tobacco",680.4
2000-11-17,"Beverage, Food & Tobacco",676.0
2000-11-20,"Beverage, Food & Tobacco",676.4
2000-11-21,"Beverage, Food & Tobacco",675.7
2000-11-22,"Beverage, Food & Tobacco",668.1
2000-11-23,"Beverage, Food & Tobacco",652.4
2000-11-24,"Beverage, Food & Tobacco",653.8
2000-11-27,"Beverage, Food & Tobacco",635.5
2000-11-28,"Beverage, Food & Tobacco",629.8
2000-11-29,"Beverage, Food & Tobacco",616.6
2000-11-30,"Beverage, Food & Tobacco",609.7
2000-12-01,"Beverage, Food & Tobacco",625.1
2000-12-04,"Beverage, Food & Tobacco",623.0
2000-12-05,"Beverage, Food & Tobacco",635.5
2000-12-06,"Beverage, Food & Tobacco",624.2
2000-12-07,"Beverage, Food & Tobacco",633.2
2000-12-08,"Beverage, Food & Tobacco",633.8
2000-12-11,"Beverage, Food & Tobacco",628.4
2000-12-12,"Beverage, Food & Tobacco",635.0
2000-12-13,"Beverage, Food & Tobacco",631.8
2000-12-14,"Beverage, Food & Tobacco",632.4
2000-12-15,"Beverage, Food & Tobacco",636.0
2000-12-18,"Beverage, Food & Tobacco",631.8
2000-12-19,"Beverage, Food & Tobacco",626.7
2000-12-20,"Beverage, Food & Tobacco",629.7
2000-12-21,"Beverage, Food & Tobacco",622.4
2000-12-22,"Beverage, Food & Tobacco",628.9
2000-12-27,"Beverage, Food & Tobacco",627.9
2000-12-28,"Beverage, Food & Tobacco",626.3
2000-12-29,"Beverage, Food & Tobacco",629.5
2001-01-02,"Beverage, Food & Tobacco",626.9
2001-01-03,"Beverage, Food & Tobacco",626.7
2001-01-04,"Beverage, Food & Tobacco",630.2
2001-01-05,"Beverage, Food & Tobacco",630.5
2001-01-08,"Beverage, Food & Tobacco",634.6
2001-01-10,"Beverage, Food & Tobacco",634.8
2001-01-11,"Beverage, Food & Tobacco",636.4
2001-01-12,"Beverage, Food & Tobacco",642.2
2001-01-16,"Beverage, Food & Tobacco",634.5
2001-01-17,"Beverage, Food & Tobacco",631.6
2001-01-18,"Beverage, Food & Tobacco",633.8
2001-01-19,"Beverage, Food & Tobacco",631.7
2001-01-22,"Beverage, Food & Tobacco",628.7
2001-01-23,"Beverage, Food & Tobacco",631.8
2001-01-24,"Beverage, Food & Tobacco",631.9
2001-01-25,"Beverage, Food & Tobacco",629.0
2001-01-26,"Beverage, Food & Tobacco",625.9
2001-01-29,"Beverage, Food & Tobacco",620.3
2001-01-30,"Beverage, Food & Tobacco",620.5
2001-01-31,"Beverage, Food & Tobacco",623.7
2001-02-01,"Beverage, Food & Tobacco",623.3
2001-02-02,"Beverage, Food & Tobacco",624.8
2001-02-06,"Beverage, Food & Tobacco",620.8
2001-02-08,"Beverage, Food & Tobacco",613.4
2001-02-09,"Beverage, Food & Tobacco",614.8
2001-02-12,"Beverage, Food & Tobacco",612.9
2001-02-13,"Beverage, Food & Tobacco",613.4
2001-02-14,"Beverage, Food & Tobacco",610.1
2001-02-15,"Beverage, Food & Tobacco",608.5
2001-02-16,"Beverage, Food & Tobacco",604.5
2001-02-19,"Beverage, Food & Tobacco",605.2
2001-02-20,"Beverage, Food & Tobacco",607.1
2001-02-21,"Beverage, Food & Tobacco",612.3
2001-02-22,"Beverage, Food & Tobacco",616.2
2001-02-23,"Beverage, Food & Tobacco",614.5
2001-02-26,"Beverage, Food & Tobacco",615.4
2001-02-27,"Beverage, Food & Tobacco",610.8
2001-02-28,"Beverage, Food & Tobacco",631.8
2001-03-01,"Beverage, Food & Tobacco",598.9
2001-03-02,"Beverage, Food & Tobacco",599.4
2001-03-05,"Beverage, Food & Tobacco",597.2
2001-03-06,"Beverage, Food & Tobacco",596.8
2001-03-07,"Beverage, Food & Tobacco",593.0
2001-03-08,"Beverage, Food & Tobacco",591.1
2001-03-12,"Beverage, Food & Tobacco",586.9
2001-03-13,"Beverage, Food & Tobacco",585.8
2001-03-14,"Beverage, Food & Tobacco",587.1
2001-03-15,"Beverage, Food & Tobacco",583.8
2001-03-16,"Beverage, Food & Tobacco",585.6
2001-03-19,"Beverage, Food & Tobacco",580.6
2001-03-20,"Beverage, Food & Tobacco",583.1
2001-03-21,"Beverage, Food & Tobacco",578.6
2001-03-22,"Beverage, Food & Tobacco",579.5
2001-03-23,"Beverage, Food & Tobacco",578.4
2001-03-26,"Beverage, Food & Tobacco",577.9
2001-03-27,"Beverage, Food & Tobacco",572.0
2001-03-28,"Beverage, Food & Tobacco",571.6
2001-03-29,"Beverage, Food & Tobacco",576.3
2001-03-30,"Beverage, Food & Tobacco",578.9
2001-04-02,"Beverage, Food & Tobacco",577.8
2001-04-03,"Beverage, Food & Tobacco",577.5
2001-04-04,"Beverage, Food & Tobacco",573.1
2001-04-05,"Beverage, Food & Tobacco",574.1
2001-04-06,"Beverage, Food & Tobacco",576.5
2001-04-09,"Beverage, Food & Tobacco",574.7
2001-04-10,"Beverage, Food & Tobacco",574.7
2001-04-11,"Beverage, Food & Tobacco",576.5
2001-04-16,"Beverage, Food & Tobacco",577.4
2001-04-17,"Beverage, Food & Tobacco",578.9
2001-04-18,"Beverage, Food & Tobacco",574.6
2001-04-19,"Beverage, Food & Tobacco",569.4
2001-04-20,"Beverage, Food & Tobacco",565.3
2001-04-23,"Beverage, Food & Tobacco",567.3
2001-04-24,"Beverage, Food & Tobacco",571.1
2001-04-25,"Beverage, Food & Tobacco",571.5
2001-04-26,"Beverage, Food & Tobacco",570.6
2001-04-27,"Beverage, Food & Tobacco",573.8
2001-04-30,"Beverage, Food & Tobacco",570.7
2001-05-02,"Beverage, Food & Tobacco",571.8
2001-05-03,"Beverage, Food & Tobacco",569.5
2001-05-04,"Beverage, Food & Tobacco",572.6
2001-05-09,"Beverage, Food & Tobacco",576.5
2001-05-10,"Beverage, Food & Tobacco",571.7
2001-05-11,"Beverage, Food & Tobacco",571.9
2001-05-14,"Beverage, Food & Tobacco",566.1
2001-05-15,"Beverage, Food & Tobacco",567.4
2001-05-16,"Beverage, Food & Tobacco",565.8
2001-05-17,"Beverage, Food & Tobacco",567.5
2001-05-18,"Beverage, Food & Tobacco",547.9
2001-05-21,"Beverage, Food & Tobacco",541.7
2001-05-22,"Beverage, Food & Tobacco",543.0
2001-05-23,"Beverage, Food & Tobacco",542.9
2001-05-24,"Beverage, Food & Tobacco",539.4
2001-05-25,"Beverage, Food & Tobacco",542.4
2001-05-28,"Beverage, Food & Tobacco",539.5
2001-05-29,"Beverage, Food & Tobacco",539.8
2001-05-30,"Beverage, Food & Tobacco",544.0
2001-05-31,"Beverage, Food & Tobacco",542.4
2001-06-01,"Beverage, Food & Tobacco",545.6
2001-06-04,"Beverage, Food & Tobacco",542.4
2001-06-06,"Beverage, Food & Tobacco",540.8
2001-06-07,"Beverage, Food & Tobacco",540.7
2001-06-08,"Beverage, Food & Tobacco",545.3
2001-06-11,"Beverage, Food & Tobacco",548.5
2001-06-12,"Beverage, Food & Tobacco",550.4
2001-06-13,"Beverage, Food & Tobacco",550.8
2001-06-14,"Beverage, Food & Tobacco",554.7
2001-06-15,"Beverage, Food & Tobacco",540.5
2001-06-18,"Beverage, Food & Tobacco",541.7
2001-06-19,"Beverage, Food & Tobacco",549.2
2001-06-20,"Beverage, Food & Tobacco",556.1
2001-06-21,"Beverage, Food & Tobacco",556.1
2001-06-22,"Beverage, Food & Tobacco",571.2
2001-06-25,"Beverage, Food & Tobacco",558.9
2001-06-26,"Beverage, Food & Tobacco",558.3
2001-06-27,"Beverage, Food & Tobacco",558.0
2001-06-28,"Beverage, Food & Tobacco",557.4
2001-06-29,"Beverage, Food & Tobacco",557.3
2001-07-02,"Beverage, Food & Tobacco",555.3
2001-07-03,"Beverage, Food & Tobacco",549.9
2001-07-04,"Beverage, Food & Tobacco",563.7
2001-07-06,"Beverage, Food & Tobacco",561.9
2001-07-09,"Beverage, Food & Tobacco",578.9
2001-07-10,"Beverage, Food & Tobacco",579.5
2001-07-11,"Beverage, Food & Tobacco",561.3
2001-07-12,"Beverage, Food & Tobacco",561.2
2001-07-13,"Beverage, Food & Tobacco",562.9
2001-07-16,"Beverage, Food & Tobacco",577.7
2001-07-17,"Beverage, Food & Tobacco",563.9
2001-07-18,"Beverage, Food & Tobacco",562.9
2001-07-19,"Beverage, Food & Tobacco",557.3
2001-07-20,"Beverage, Food & Tobacco",563.6
2001-07-23,"Beverage, Food & Tobacco",562.0
2001-07-24,"Beverage, Food & Tobacco",558.6
2001-07-25,"Beverage, Food & Tobacco",558.4
2001-07-26,"Beverage, Food & Tobacco",556.8
2001-07-27,"Beverage, Food & Tobacco",556.8
2001-07-30,"Beverage, Food & Tobacco",558.4
2001-07-31,"Beverage, Food & Tobacco",561.6
2001-08-01,"Beverage, Food & Tobacco",556.6
2001-08-02,"Beverage, Food & Tobacco",559.0
2001-08-06,"Beverage, Food & Tobacco",561.8
2001-08-07,"Beverage, Food & Tobacco",557.3
