ticker,ex_date,dividend_rate,car,n_valid_days
BREW,2023-06-22,28.84,-0.0825285224508191,8
CWM,2023-07-28,12.0,-0.17815504346658662,11
DIST,2023-06-27,1.75,-0.10944051578903291,11
MELS,2023-06-27,2.71,0.08416034113886728,11
RICH,2023-07-04,0.5,0.08372787275329585,11
HBS,2023-08-18,0.35,-0.03537495941309576,11
CARS,2023-07-13,2.1,-0.08592033169110658,11
BFL,2023-07-26,4.0,-0.0642522181851708,11
EXPO,2023-07-28,3.48,-0.04783421562058554,11
CTBL,2023-08-02,0.68,-0.20763282296595498,11
PLC,2023-08-04,0.7,-0.006972198814314767,11
SFCL,2023-08-16,0.65,-0.17109724989188047,5
SWAD,2023-09-11,1.5,-0.009563766514490313,1
SOY,2023-09-12,4.7,0.00015267403382612788,8
TJL,2023-08-21,0.75,0.07611949066274926,11
APLA,2023-08-09,15.0,-0.11440032998164318,11
KCAB,2023-08-09,6.5,-0.13593648286793203,11
LLUB,2023-08-10,2.0,0.0029738307408466724,11
MCPL,2023-10-02,1.5,-0.025144385163513805,11
ACL,2023-08-11,1.25,-0.10043043087374959,11
BRR,2023-08-24,0.2,0.16908234498807462,11
HPL,2023-08-11,1.0,-0.2586152221944763,11
HPFL,2023-08-15,1.4,0.039224047260612904,11
COCR,2023-08-31,1.0,-0.10504182545870389,11
CTC,2023-08-21,33.0,0.07270935784964783,11
GRAN,2023-08-21,6.0,0.3293312564730798,11
TAFL,2023-08-21,12.0,0.1863073535444313,11
BUKI,2023-08-24,1.8,-0.022507139966865486,10
LUMX,2023-09-27,0.25,0.02540196638260661,11
HUNT,2023-10-02,5.0,0.10621293555210076,6
CALT,2023-09-21,3.04,-0.026075616360542897,11
CABO,2023-09-27,1.0,-0.050157036142496,7
LPRT,2023-10-02,5.0,0.040373305148588834,7
RCH,2023-09-27,0.5,-0.07150395797685194,9
RENU,2023-09-27,2.0,0.028163131597094493,6
SHAW,2023-10-02,1.0,0.07596795922788291,8
ABAN,2023-09-25,5.0,-0.006801253976380317,11
RWSL,2023-10-02,0.2,-0.039639667714644555,11
SLND,2023-09-21,25.0,0.00225186649951159,4
ALLI,2023-09-27,5.0,-0.10548374875018451,11
CFLB,2023-10-02,0.25,-0.028807158197555305,11
CTEA,2023-10-02,15.0,0.03679646873663467,10
LCEY,2023-09-26,10.0,-0.18091399836048705,11
DIPD,2023-10-09,1.0,-0.03608358849449789,11
GREG,2023-10-09,1.7,-0.0678962239406824,11
MGT,2023-10-09,1.75,0.014018342980871124,11
HAYC,2023-10-10,2.0,0.00266595461603103,11
KVAL,2023-10-10,1.0,-0.02928674966224898,11
TPL,2023-10-10,3.5,-0.028832871986251174,11
AAF,2023-10-16,0.7,-0.032878974570745734,11
FCT,2023-10-20,10.0,-0.3673880137270501,11
UCAR,2023-10-24,18.0,0.04609357294454863,6
CFVF,2023-10-27,12.25,-0.428787458313297,11
GEST,2023-10-27,3.0,0.01982142413231902,11
SDF,2023-10-27,0.75,-0.08847359396708354,11
BFL,2023-10-30,3.3,0.04026613867400186,11
LHCL,2023-10-31,1.5,0.016619765628669514,11
LLUB,2023-11-03,4.0,-0.06274219903427314,11
CARG,2023-11-07,4.5,-0.04683847616342607,11
CTHR,2023-11-07,3.5,0.07596320149253799,10
DIST,2023-11-14,1.43,-0.00872077087243106,11
MELS,2023-11-14,4.27,-0.045932772943319766,11
JKH,2023-11-16,0.5,-0.004174020438416637,11
VLL,2023-11-17,0.25,0.006281867886845149,11
VLL,2023-11-17,0.25,0.006281867886845149,11
CTC,2023-11-20,36.0,0.009057113382962112,11
HHL,2023-11-20,0.4,0.01591141047510458,11
SFIN,2023-11-20,0.8,-0.0027632427418837757,11
WATA,2023-11-20,8.0,-0.07872783591962362,11
SUN,2023-11-21,1.0,0.052996741018003446,11
LION,2023-11-24,31.0,-0.05597566018764322,9
PACK,2023-11-24,0.3,-0.03633460862302107,11
ASIY,2023-11-27,0.2,-0.010700485643656998,11
ETWO,2023-11-29,0.5,0.013143153569671107,6
COMD,2023-12-05,3.0,-0.0885392816244217,11
HPWR,2023-12-11,1.25,-0.032427542095708195,11
BREW,2023-12-15,52.4,-0.006213166202898357,5
CFIN,2024-01-02,2.5,-0.049788296848994995,11
DIPD,2024-01-10,0.5,-0.028092295303669634,11
HAYC,2024-01-10,2.0,0.018447085647544825,11
HOPL,2024-01-10,1.25,0.021205903180251284,11
KVAL,2024-01-10,0.25,0.009133401679638609,11
MGT,2024-01-10,0.5,-0.0006605521047194918,11
TPL,2024-01-11,2.0,0.01556476552569952,11
CALT,2024-01-24,6.0,-0.229595006918756,11
HPL,2024-02-02,2.0,-0.10893871278219558,10
JKH,2024-02-12,0.5,0.028969515902317,11
GRAN,2024-02-13,12.0,-0.10465429167225704,11
TAFL,2024-02-13,16.0,-0.05997199280048826,11
WIND,2024-02-19,1.0,-0.0357359937175612,11
CARE,2024-02-20,1.0,-0.08927261911185058,10
CCS,2024-02-22,1.43,0.0632963248330971,11
AEL,2024-02-26,0.5,0.045569999160090524,11
CTEA,2024-02-26,10.0,-0.030398464943223957,8
HASU,2024-04-03,3.9,-0.10441559556158964,11
HNB,2024-04-01,4.0,0.14889332748562267,11
HNB,2024-04-01,4.0,0.14889332748562267,11
SAMP,2024-04-01,5.85,-0.021671282155708904,11
COMD,2024-03-28,4.0,0.0014857083152810535,11
PABC,2024-04-01,0.25,0.08579295420072641,11
DIAL,2024-06-14,1.34,-0.12171989777763492,11
DFCC,2024-02-29,3.0,-0.13485306513596673,11
BPPL,2024-03-04,0.18,0.01497128732484665,8
DIST,2024-03-04,0.7,-0.06590701633531482,11
JAT,2024-03-04,0.3,0.08892059812438657,11
COMB,2024-04-01,4.5,0.09858390341971912,11
COMB,2024-04-01,4.5,0.09858390341971912,11
OSEA,2024-04-25,1.25,-0.07086077061801643,11
SEYB,2024-04-01,1.0,0.10591507577726234,11
SEYB,2024-04-01,1.0,0.10591507577726234,11
AFS,2024-03-05,0.12,-0.054869168970152704,11
MELS,2024-03-05,2.0,-0.07017263150391151,11
LMF,2024-03-06,0.63,0.06697321139056811,11
NTB,2024-03-06,2.5,-0.038636476364628636,11
NTB,2024-03-06,2.5,-0.038636476364628636,11
VPEL,2024-03-06,1.75,-0.2430994550843708,11
UAL,2024-03-12,8.75,-0.08275355154127528,11
AAIC,2024-03-14,3.75,0.1529584003273382,11
LWL,2024-03-14,4.0,-0.12481387361899832,11
PARQ,2024-03-14,0.5,0.030459197764921564,11
TILE,2024-03-14,5.0,-0.10375703345911425,11
KGAL,2024-03-15,3.5,-0.019454256964670735,11
NAMU,2024-03-15,13.0,-0.033013588026741814,11
LITE,2024-03-18,1.5,-0.05366555374402571,11
RCL,2024-03-18,2.0,-0.033589571687961284,11
EBCR,2024-03-19,1.5,-0.06729195353163386,11
JKL,2024-03-19,2.9,-0.016517750128890896,11
LFIN,2024-03-19,2.25,-0.03716250371525809,11
PACK,2024-03-20,0.37,0.023257278690366978,11
REXP,2024-03-25,12.0,-0.06520101628628205,11
FCT,2024-03-26,4.5,-0.13717778118024648,11
NDB,2024-03-26,2.0,0.044380589775870005,11
CERA,2024-03-28,2.5,-0.1128176823078878,9
PAP,2024-04-02,0.2,-0.10758364080033056,11
ETWO,2024-04-05,0.5,-0.03577561669706841,7
CFVF,2024-04-09,5.0,-0.21167685959637283,11
DIPD,2024-04-09,0.25,-0.04437446083734298,11
HAYC,2024-04-09,1.0,-0.07139580115687172,11
HOPL,2024-04-09,0.4,-0.08151416548719881,11
KVAL,2024-04-09,2.5,-0.05182178869757492,11
MGT,2024-04-09,0.25,-0.06757073896498433,11
TPL,2024-04-09,4.0,-0.057872936639342565,11
HAYL,2024-04-10,5.35,-0.0776561139357741,11
ONAL,2024-04-25,2.0,-0.13841904506288683,11
CALT,2024-04-29,15.0,-0.31280961375018934,11
GLAS,2024-07-29,1.55,-0.0034993682934748582,11
JINS,2024-05-20,13.24,-0.22995456719087037,11
UCAR,2024-06-12,27.0,0.011775444055293627,11
CCS,2024-05-20,0.89,-0.02215791384567023,11
ASHO,2024-09-25,15.0,-0.08341535443921022,7
CARS,2024-05-27,4.7,-0.0010337245369146375,10
CFIN,2024-07-01,2.0,-0.04072113179294512,11
CARG,2024-05-29,10.5,0.021614165291120924,11
CTHR,2024-05-29,8.5,-0.005700155426035303,8
CSD,2024-07-01,1.0,-0.03314380802593775,11
LHL,2024-07-01,3.0,-0.010453025324937304,11
JKH,2024-06-03,0.5,-0.025597483487822648,11
CIND,2024-06-28,6.0,-0.06279578842445965,11
HHL,2024-06-28,3.0,-0.029975587505534196,11
LFIN,2024-07-01,3.5,-0.0358893846458852,11
ASIY,2024-06-06,0.25,-0.04051691472363517,11
ALLI,2024-07-01,8.4,-0.07992299127033597,11
CHMX,2024-07-01,2.5,0.02121803679856793,5
CIC,2024-07-01,2.5,-0.04461316446539043,11
CIC,2024-07-01,2.5,-0.04461316446539043,11
LWL,2024-07-01,0.7,-0.03130682309665345,11
PARQ,2024-07-01,0.3,-0.07879260760327411,11
TILE,2024-07-01,0.7,-0.015495576594483196,11
PLR,2024-06-07,0.6,-0.08858416870665853,11
BFL,2024-06-07,2.5,-0.011489668323506619,11
CERA,2024-07-01,1.2,0.020412648739662753,6
ELPL,2024-07-01,5.0,-0.032554708859659165,11
RCL,2024-07-01,0.9,-0.04743974022959452,11
WATA,2024-07-01,7.0,-0.0673784837140311,11
CWM,2024-07-01,8.0,-0.042079663243371535,11
LLUB,2024-06-11,4.0,0.00044353571441246853,11
SUN,2024-07-01,2.0,-0.02156575703223984,11
VLL,2024-06-11,0.3,0.14953653043086856,11
VLL,2024-06-11,0.3,0.14953653043086856,11
CHL,2024-06-11,2.0,-0.023772799716169857,8
CHL,2024-06-11,2.0,-0.023772799716169857,8
RIL,2024-07-01,0.2,-0.09452680239874445,11
UML,2024-07-01,1.5,-0.014030781698272876,11
LIOC,2024-07-02,5.0,-0.051400728945572016,11
TJL,2024-07-01,0.75,-0.015181855725206583,11
BUKI,2024-06-18,3.8,0.02203698113347885,11
CDB,2024-07-19,7.0,-0.06814237292676528,7
CDB,2024-07-19,7.0,-0.06814237292676528,7
COOP,2024-06-25,0.1,-0.04699849107394305,11
DIST,2024-06-26,0.7,-0.058825263159220986,11
MELS,2024-06-26,2.0,-0.030073855099009617,11
HBS,2024-08-16,1.25,-0.12480371263467482,11
VFIN,2024-06-28,2.0,-0.04035880037892936,11
DIMO,2024-07-02,5.0,0.017903019474429183,11
PLC,2024-07-02,0.7,-0.03920264947908114,11
CARE,2024-07-05,1.0,0.006763378937177933,11
SPEN,2024-08-07,4.25,-0.03315146734232044,11
DIPD,2024-07-09,0.25,0.004221226637239783,11
HAYC,2024-07-09,0.6,-0.0004401446157219491,11
MGT,2024-07-09,0.4,0.012462923646153534,11
SINS,2024-07-09,0.15,-0.007892406710502398,11
VONE,2024-07-09,3.0,-0.06048436251668876,11
JAT,2024-07-10,0.2,-0.02179894658744319,11
COCR,2024-08-01,4.0,-0.14423855241234818,11
SFCL,2024-08-06,1.8,0.014929377362412288,2
TKYO,2024-08-23,2.0,-0.02491520237834366,11
TKYO,2024-08-23,2.0,-0.02491520237834366,11
LUMX,2024-08-22,0.25,0.005852624286770025,10
KCAB,2024-08-01,10.0,-0.0003581965621363148,11
APLA,2024-08-05,20.0,-0.06115502542461282,11
BPPL,2024-08-06,0.15,0.08572492605468252,10
CCS,2024-08-07,0.74,0.005041469662710463,11
SOY,2024-09-10,4.7,-0.03718285582974801,11
LLUB,2024-08-08,3.0,-0.016854030860816605,11
BRR,2024-08-22,0.3,-0.012819878373765081,9
CALT,2024-09-06,4.5,-0.07823751418663172,11
RICH,2024-08-14,0.6,0.03335853042250014,11
AEL,2024-08-20,1.0,-0.03706072751519396,11
RFL,2024-08-20,0.5,-0.023923262433724335,9
MCPL,2024-09-27,2.0,-0.09645402732689967,11
TYRE,2024-08-27,6.0,-0.014921805858092663,11
LALU,2024-09-24,1.0,0.002470593939845056,11
ACL,2024-08-30,1.25,-0.020069305307462537,11
SHAW,2024-09-27,1.5,-0.015379039111933834,6
CTBL,2024-09-03,0.44,-0.060707767317926487,11
VPEL,2024-09-04,0.75,-0.031208269827764257,11
RWSL,2024-09-30,0.15,-0.03897483979579097,11
ABAN,2024-09-26,10.0,-0.09181429539554786,11
CABO,2024-09-30,1.0,-0.1169337874637485,10
LPRT,2024-10-01,6.0,0.004356744957592085,10
RCH,2024-09-30,0.75,-0.04418443103682457,7
RENU,2024-09-30,2.0,-0.009396475231554957,8
CARS,2024-09-11,3.84,-0.0476812077202351,8
AMSL,2024-09-26,0.3,-0.11203639460001147,11
ASIR,2024-09-26,1.5,-0.13583799942162023,11
AFS,2024-09-27,0.15,-0.12798222964382588,10
HPFL,2024-09-27,0.7,-0.22230876732629135,11
BUKI,2024-10-03,6.88,-0.004523820654153798,9
ABL,2024-10-09,1.2,-0.06294707443652159,11
DIPD,2024-10-09,0.45,0.000994838277246779,11
HAYC,2024-10-09,1.1,-0.049235594200276456,11
HOPL,2024-10-09,1.7,-0.08401978757415507,11
MGT,2024-10-09,0.85,-0.002431771635385993,11
SINS,2024-10-09,0.18,0.027453756063026802,11
TPL,2024-10-09,2.25,-0.055336272001606956,11
PACK,2024-10-11,0.36,-0.0377527690428926,11
AGPL,2024-10-21,1.0,-0.08893433687593166,11
CARG,2024-10-25,4.8,0.005452313496361549,11
CTHR,2024-10-28,4.0,-0.08492345207718965,11
UCAR,2024-11-01,27.0,-0.024628917793688143,11
SMOT,2024-11-04,5.0,-0.05470979811136434,10
CCS,2024-11-11,1.16,-0.012469838787069754,11
KFP,2024-11-11,0.48,0.007375968716014647,10
VLL,2024-11-13,0.2,-0.056457799060459335,11
VLL,2024-11-13,0.2,-0.056457799060459335,11
JKH,2024-11-14,0.05,-0.08761957096655537,11
PKME,2024-11-14,1.0,0.048129267440753964,11
HHL,2024-11-18,1.0,-0.018015315310829116,11
COMD,2024-11-19,3.0,-0.029436167506831756,11
AGAL,2024-11-21,2.0,-0.011081411672751895,11
WATA,2024-11-21,8.0,-0.103616824833064,11
SUN,2024-11-22,1.5,0.027737441529735674,11
ASIY,2024-11-25,0.22,-0.08262612381618128,11
GLAS,2024-11-25,0.8,-0.008941107183271235,11
GRAN,2024-11-25,15.0,-0.06912962712049608,11
TAFL,2024-11-25,25.0,-0.09688692992929027,11
DIST,2024-11-27,1.0,-0.017206346076646395,11
MELS,2024-11-27,3.0,-0.07719573835605886,11
HPWR,2024-11-28,1.0,-0.0054587366418318295,11
AAIC,2024-12-05,4.5,-0.068966826831796,11
CINV,2024-12-11,0.72,0.03879844861569981,11
GEST,2024-12-11,3.25,-0.11563634138202816,11
GUAR,2024-12-11,1.36,0.0736062310915141,11
CFIN,2024-12-16,2.75,0.15252354597475404,11
AEL,2024-12-17,1.0,0.036294181668205194,11
CDB,2025-01-03,5.0,-0.08326397985907219,11
CDB,2025-01-03,5.0,-0.08326397985907219,11
HPL,2025-01-06,1.0,-0.11522904309791926,11
HAYC,2025-01-09,0.5,-0.029110268192515942,11
HOPL,2025-01-09,0.4,0.0942398140098003,11
MGT,2025-01-09,0.25,0.006191118732902345,11
SINS,2025-01-09,0.25,0.1036410063911336,11
TPL,2025-01-09,2.5,0.038466289082808136,11
DIPD,2025-01-10,0.35,0.033732211192586514,11
FCT,2025-01-17,2.6,-0.15961326515446128,11
GRAN,2025-01-28,8.0,-0.06931919660673491,11
TAFL,2025-01-28,30.0,-0.07415094825330859,11
JAT,2025-02-03,0.6,0.06885366274835691,11
ONAL,2025-02-11,1.6,-0.1399321647263374,11
CCS,2025-02-13,1.51,-0.06221276889086469,11
KFP,2025-02-13,1.97,-0.03673953392716567,11
JKH,2025-02-14,0.05,-0.007761456421099711,11
JKL,2025-02-14,1.0,-0.06432046750375975,11
TSML,2025-02-14,0.21,-0.08014929641658763,9
BPPL,2025-02-18,0.2,-0.03680932300594675,11
LMF,2025-02-20,0.63,0.005033947510568848,11
PLC,2025-02-24,0.7,-0.050674159225353566,11
WIND,2025-02-25,1.0,-0.025617669774197993,11
DIAL,2025-06-13,1.0,0.06968321033543379,11
AGPL,2025-02-27,0.5,0.057483802719164756,11
CFVF,2025-02-27,7.5,-0.12619857640847398,11
PABC,2025-04-01,1.0,0.012388606849755512,11
DIST,2025-02-28,1.0,-0.016227767342525623,11
MELS,2025-02-28,2.6,-0.011772582147733801,11
TJL,2025-02-28,0.75,-0.027616245073130763,11
SAMP,2025-04-01,9.35,-0.0771022183930018,11
DFCC,2025-03-03,4.0,-0.08694626460674304,11
LFIN,2025-03-03,2.25,0.03202021077192663,11
HASU,2025-04-01,3.9,-0.05955529466595011,11
ALLI,2025-03-04,8.0,-0.058963454342856436,11
LITE,2025-03-04,1.5,0.027621665390446637,11
KGAL,2025-03-05,3.5,0.0767322995593317,11
MASK,2025-03-05,4.5,-0.04558598880627118,11
NAMU,2025-03-05,15.0,0.017457490519002472,11
HNB,2025-03-28,15.0,-0.070905794435967,11
HNB,2025-03-28,15.0,-0.070905794435967,11
CTC,2025-03-06,29.1,-0.029659050381859453,11
NTB,2025-03-06,3.25,-0.013515688950996196,11
NTB,2025-03-06,3.25,-0.013515688950996196,11
REXP,2025-03-06,12.0,0.01843707092387814,11
AGAL,2025-03-07,1.5,-0.027062728196078245,11
LLUB,2025-03-07,8.0,-0.021766469445250403,11
COMD,2025-03-28,4.0,0.04075800986904943,10
CSD,2025-04-01,1.1,0.04671178904052198,11
SEYB,2025-04-01,3.5,-0.05812660851286355,11
SEYB,2025-04-01,3.5,-0.05812660851286355,11
BFL,2025-03-11,2.5,0.0031257748344966085,11
COMB,2025-04-01,7.5,-0.060383382292782284,11
COMB,2025-04-01,7.5,-0.060383382292782284,11
UAL,2025-03-11,5.0,-0.16446742129612069,11
NDB,2025-03-12,5.0,-0.052577432478868036,11
PARQ,2025-03-14,1.15,-0.030749751634281508,11
TILE,2025-03-14,1.7,-0.018562360506277353,11
LWL,2025-03-17,1.7,-0.029667557668171085,11
RCL,2025-03-18,1.0,-0.041664049388046576,11
RICH,2025-03-18,0.7,-0.010526940007100083,11
EBCR,2025-03-20,1.5,0.009356646512357125,11
SDF,2025-03-21,0.65,-0.026442280767409287,11
WATA,2025-03-24,1.4,-0.05596928559005454,11
PACK,2025-03-26,0.26,-0.0386733723124808,11
LDEV,2025-04-01,1.0,0.013952487636833544,11
OSEA,2025-04-24,1.35,-0.059245620575287594,11
SLTL,2025-06-27,0.25,-0.06989992359609853,11
ALUM,2025-04-08,0.4,0.03337830459907365,11
DIPD,2025-04-08,0.85,-0.08321059725931645,11
HAYC,2025-04-08,1.6,-0.019819735551355633,11
HOPL,2025-04-08,0.35,0.0002520062445929838,11
KVAL,2025-04-08,2.6,-0.0004902748522811473,11
MGT,2025-04-08,0.35,-0.03769365414592907,11
SINS,2025-04-08,0.4,0.08153020916310338,11
TPL,2025-04-08,2.4,0.013500487898456037,11
HAYL,2025-04-09,6.0,-0.05136941579262688,11
TRAN,2025-04-09,0.5,0.04636589628901089,11
CINS,2025-05-21,51.0,-0.030076757832138923,7
CINS,2025-05-21,51.0,-0.030076757832138923,7
PAP,2025-04-11,0.2,-0.006800776001596787,11
CTC,2025-05-28,17.24,-0.003174136104849068,11
ETWO,2025-04-25,4.1,-0.08987874576579757,11
GLAS,2025-07-23,2.26,-0.024890289963159784,11
CCS,2025-05-22,2.0,0.13005435275843213,11
KFP,2025-05-22,1.15,-0.028959207724493563,11
LION,2025-05-22,28.7,-0.0377432341702969,11
CTC,2025-05-23,32.0,-0.04629560666914634,11
AAF,2025-05-26,0.7,-0.05271637775440763,11
CFI,2025-05-26,1.5,0.13596994661635142,11
CIT,2025-05-26,1.5,0.21215877383664272,11
LIOC,2025-06-20,5.0,-0.06103305478979826,11
UCAR,2025-06-16,36.0,-0.02994807192617277,11
CFIN,2025-07-01,3.75,0.07791159224456035,11
CARG,2025-05-29,11.7,0.06574712927973902,11
CTHR,2025-05-29,10.0,-0.025432930735060144,11
BALA,2025-06-25,1.0,0.007991375440132176,11
CIND,2025-06-27,6.0,-0.05316813361760653,11
AEL,2025-06-02,1.0,0.06323159518706944,11
HHL,2025-06-26,0.7,0.009910467094042419,11
LHL,2025-07-01,3.0,-0.025855898840301816,11
HARI,2025-06-04,40.0,-0.1171927890206178,10
JKL,2025-06-04,1.6,-0.09962174097031662,11
MAL,2025-06-26,0.2,-0.08405152680997674,7
MAL,2025-06-26,0.2,-0.08405152680997674,7
AHPL,2025-06-05,0.5,-0.0239473520401845,11
ASIY,2025-06-05,0.23,-0.10079994175370366,11
JKH,2025-06-05,0.05,0.01483810299993682,11
KHL,2025-06-05,0.1,-0.041207819331183115,11
ASHO,2025-08-12,20.0,-0.0891159759398753,11
CHMX,2025-07-01,2.5,0.07965848096398409,11
LFIN,2025-07-01,4.25,0.08201051568356788,11
PARQ,2025-07-01,0.35,0.17853558133935954,11
TILE,2025-07-01,0.4,-0.0028093430435510713,11
ELPL,2025-06-30,5.5,-0.07356179922033457,11
RCL,2025-07-01,0.6,-0.04892750983816285,11
SUN,2025-06-30,0.6,0.02122850374468488,11
WATA,2025-06-30,1.3,-0.04295435299094563,11
LLUB,2025-06-09,4.0,-0.038992235946376796,11
PLR,2025-06-09,0.6,0.0806981539977355,11
RIL,2025-07-01,0.55,0.1887564799587127,11
UML,2025-06-30,2.0,0.068310274461435,11
CDB,2025-07-01,10.0,0.04939596056207707,11
CDB,2025-07-01,10.0,0.04939596056207707,11
CERA,2025-07-01,8.9,-0.05143548941344955,11
CIC,2025-07-01,2.5,0.1044205241215529,11
CIC,2025-07-01,2.5,0.1044205241215529,11
CWM,2025-06-30,8.0,-0.10536556379234852,11
PKME,2025-07-01,1.3,-0.04032041723706703,11
VLL,2025-06-13,0.35,-0.014348013318493225,11
VLL,2025-06-13,0.35,-0.014348013318493225,11
ALLI,2025-07-01,9.2,0.21131545048473244,11
TJL,2025-06-30,1.6,-0.013697644227019912,11
LHCL,2025-06-18,1.5,0.0023819356334752184,11
SPEN,2025-07-07,4.0,-0.1104306189460541,11
CHL,2025-06-23,4.0,0.06479598395975705,11
CHL,2025-06-23,4.0,0.06479598395975705,11
VFIN,2025-06-23,2.75,0.10771888898026616,11
BOPL,2025-06-26,2.0,-0.07241148418459309,11
BERU,2025-07-16,0.1,-0.03040930930252539,11
MARA,2025-07-22,0.1,-0.06140780361081477,11
SIGV,2025-07-16,3.0,0.20441956044158605,11
JINS,2025-07-02,5.0,-0.09189102883055944,11
LCBF,2025-07-04,0.15,0.04451310116898488,11
SDF,2025-07-08,1.25,-0.058879536712786784,11
SMOT,2025-07-08,10.0,0.6649052145919331,11
HPL,2025-07-09,1.0,-0.08738913837297635,11
TKYO,2025-08-11,2.25,-0.06384421108336202,11
TKYO,2025-08-11,2.25,-0.06384421108336202,11
VONE,2025-07-09,3.0,0.008160767996565399,11
DIPD,2025-07-11,0.25,-0.04540676650954567,11
HAYC,2025-07-11,0.5,-0.033640899720587036,11
MGT,2025-07-11,0.25,-0.012754652768890096,11
SINS,2025-07-11,0.32,0.13070498456561086,11
BREW,2025-07-17,23.85,-0.1130055213056198,10
CINV,2025-07-17,3.0,0.0035178116588765462,11
CTEA,2025-08-01,20.0,-0.031157362894038698,11
BRR,2025-08-11,0.3,-0.014326801393347077,11
SFCL,2025-08-06,2.8,-0.023084818152827702,8
GUAR,2025-07-29,5.5,-0.0006663786112665049,11
SOY,2025-08-28,6.7,-0.01603483141683948,11
APLA,2025-08-06,25.0,0.07189348918141014,11
CCS,2025-08-07,1.0,-0.01425261863963434,11
KFP,2025-08-07,0.37,-0.005398613206912595,10
CARS,2025-08-11,6.39,0.34107824671345555,11
CSLK,2025-08-12,0.28,-0.050367839573186246,11
HARI,2025-09-08,40.0,0.12143963003408798,9
BPPL,2025-08-13,0.25,-0.1262130134058851,11
JKL,2025-08-18,0.45,-0.03790077450799534,11
KCAB,2025-08-18,15.0,-0.014586364293255216,11
HPWR,2025-08-19,0.75,0.025140471138864307,11
AAIC,2025-08-21,4.5,-0.10376177586443158,11
BOGA,2025-08-21,8.0,-0.03556449643625581,11
CTC,2025-08-21,41.0,-0.007399042153836688,11
TYRE,2025-08-25,6.5,-0.10979660452712836,11
DIST,2025-09-02,1.0,-0.011380850077242766,11
MELS,2025-09-02,1.72,-0.007869146988055409,11
HPFL,2025-09-03,0.8,-0.13054882897358655,11
CALT,2025-09-09,4.0,-0.11006850745136176,11
ABAN,2025-09-26,15.0,0.032172559513242716,11
ABL,2025-09-30,1.3,-0.0030197858039692216,11
ACL,2025-09-26,1.5,0.026683730599350475,11
ASIY,2025-11-25,0.23,-0.02359826589861136,11
BFL,2025-11-03,5.0,-0.04782906870087822,11
BOPL,2025-12-11,1.5,-0.10566880280261193,11
CABO,2025-09-23,1.0,-0.03228453187500413,11
CALH,2025-10-14,1.0,-0.0908783525578124,11
CARG,2025-11-17,5.75,-0.01958838642330918,11
CARS,2025-11-28,5.27,0.0025809938928600396,11
CCS,2025-11-12,1.21,-0.023862715725331274,11
CFIN,2025-12-01,2.75,-0.0458531044417223,11
CFLB,2025-09-30,0.25,-0.0029056548454136077,11
CFVF,2025-10-21,7.0,-0.12398519626347071,11
COCR,2025-10-01,6.0,-0.02938320413799267,11
COMD,2025-11-24,3.0,0.038849879202046966,11
CTBL,2025-11-04,0.6,-0.07167259927346037,11
CTC,2025-11-21,37.0,0.028172562658022038,11
CTHR,2025-11-18,4.75,0.005575976917603809,10
DIPD,2025-10-10,0.61,-0.016973888083305466,11
DIST,2025-12-03,1.0,-0.05344948536725047,11
EBCR,2025-11-06,1.0,-0.08837754986806123,11
FCT,2025-10-10,5.0,-0.1870718117075013,11
GREG,2025-11-21,9.75,-0.06246949634654453,11
HAYC,2025-10-10,0.82,0.07496661455448017,11
HHL,2025-11-18,0.25,0.01839489967188046,11
HOPL,2025-10-10,0.69,-0.062145074723351845,11
JKH,2025-11-14,0.1,0.055339700646045875,11
JKL,2025-11-14,0.45,0.016973976993971518,11
KFP,2025-11-10,0.1,0.029434767716764898,11
KVAL,2025-10-10,0.6,-0.05176401365186589,11
LALU,2025-09-23,1.5,-0.020563660442270537,11
LION,2025-11-19,17.0,-0.03375649046783469,11
LITE,2025-11-03,0.75,0.006774024482674723,11
LLUB,2025-11-11,5.0,-0.017455872000164407,11
LPRT,2025-09-30,6.0,-0.031067817313838564,11
MCPL,2025-09-26,3.0,-0.08813960205281934,11
MELS,2025-12-03,2.15,-0.04059344166918566,11
MFPE,2025-11-17,0.1,0.03856019828467283,11
MGT,2025-10-10,0.24,-0.06491409849220442,11
PACK,2025-09-24,0.1,-0.04370746041456863,11
PKME,2025-11-10,1.7,0.03147135729331785,11
RCH,2025-09-23,1.0,-0.0016570186870652481,11
RENU,2025-09-23,4.0,-0.03147430724342093,11
RFL,2025-10-01,1.0,-0.08392385282305403,11
RICH,2025-11-19,0.7,0.019948527565410323,11
RWSL,2025-10-01,0.25,-0.0655125912327279,11
SHAW,2025-09-29,1.5,-0.06288503941915402,9
SINS,2025-10-10,0.36,0.07201638489329476,11
SLND,2025-09-24,15.0,-0.058742891790753315,10
SUN,2025-11-17,0.6,-0.12335396410505728,11
SWAD,2025-09-15,1.5,0.009996848783813128,5
TPL,2025-10-10,1.74,-0.09038432239739647,11
UCAR,2025-10-22,38.0,-0.004652353562632383,11
UML,2025-11-19,2.0,0.1819979402219314,11
VLL,2025-11-19,0.3,0.033196786739473017,11
VLL,2025-11-19,0.3,0.033196786739473017,11
WAPO,2025-09-22,0.3,0.02477394415835721,11
WATA,2025-11-14,1.7,-0.12094523641106136,11
