date,transaction_type,investor_type,value
2002-09-01,net,Local Individuals,176123143.0
2002-10-01,net,Local Individuals,-98893948.0
2002-11-01,net,Local Individuals,269144991.0
2002-12-01,net,Local Individuals,-73708518.0
2003-01-03,net,Local Individuals,-160653405.0
2003-02-03,net,Local Individuals,986493.0
2003-03-03,net,Local Individuals,-81197245.0
2003-04-03,net,Local Individuals,-255256006.0
2003-05-03,net,Local Individuals,124209826.0
2003-06-03,net,Local Individuals,487974743.0
2003-07-03,net,Local Individuals,-459602965.0
2003-08-03,net,Local Individuals,26078212.0
2003-09-03,net,Local Individuals,-86960714.0
2003-10-03,net,Local Individuals,456570217.0
2003-11-03,net,Local Individuals,-642369390.0
2003-12-03,net,Local Individuals,1092358914.0
2004-01-03,net,Local Individuals,-234468685.0
2004-02-03,net,Local Individuals,150017414.0
2004-03-03,net,Local Individuals,91616280.0
2004-04-03,net,Local Individuals,-33510581.0
2004-05-03,net,Local Individuals,-22774954.0
2004-06-03,net,Local Individuals,-77725625.0
2004-07-03,net,Local Individuals,-106370628.0
2004-08-03,net,Local Individuals,101530327.0
2004-09-03,net,Local Individuals,-71959118.0
2004-10-03,net,Local Individuals,-196618732.0
2004-11-03,net,Local Individuals,-187528755.0
2004-12-03,net,Local Individuals,-389180138.0
2005-01-03,net,Local Individuals,-233927756.0
2005-02-03,net,Local Individuals,125372950.0
2005-03-03,net,Local Individuals,471598376.0
2005-04-03,net,Local Individuals,10919896.0
2005-05-03,net,Local Individuals,-13901778.0
2005-06-03,net,Local Individuals,-283498306.0
2005-07-03,net,Local Individuals,-577494898.0
2005-08-03,net,Local Individuals,-718394448.25
2005-09-03,net,Local Individuals,-1002971358.0
2005-10-03,net,Local Individuals,-774947602.0
2005-11-03,net,Local Individuals,206195094.0
2005-12-03,net,Local Individuals,-397533206.0
2006-01-03,net,Local Individuals,456794212.0
2006-02-03,net,Local Individuals,-415824764.0
2006-03-03,net,Local Individuals,-496173231.0
2006-04-03,net,Local Individuals,-635894912.0
2006-05-03,net,Local Individuals,-115876283.0
2006-06-03,net,Local Individuals,-287851170.0
2006-07-03,net,Local Individuals,-844297011.1500001
2006-08-03,net,Local Individuals,68367678.04999995
2006-09-03,net,Local Individuals,-362424025.5
2006-10-03,net,Local Individuals,-356158911.75
2006-11-03,net,Local Individuals,-2410367510.3999996
2006-12-03,net,Local Individuals,-98516279.25
2007-01-03,net,Local Individuals,-1676862027.0
2007-02-03,net,Local Individuals,319625881.0
2007-03-03,net,Local Individuals,759965585.0500002
2007-04-03,net,Local Individuals,-288765852.6500001
2007-05-03,net,Local Individuals,-1364278071.6
2007-06-03,net,Local Individuals,-1074432045.8999999
2007-07-03,net,Local Individuals,-445556908.8000001
2007-08-03,net,Local Individuals,-793657896.0
2007-09-03,net,Local Individuals,-358511493.0
2007-10-03,net,Local Individuals,-823533976.0
2007-11-03,net,Local Individuals,-370466952.0
2007-12-03,net,Local Individuals,-316912809.0
2008-01-03,net,Local Individuals,-474595640.0
2008-02-03,net,Local Individuals,-241372330.0
2008-03-03,net,Local Individuals,-569614358.0
2008-04-03,net,Local Individuals,-1086956563.0
2008-05-03,net,Local Individuals,-45586778.0
2008-06-03,net,Local Individuals,1002245281.0
2008-07-03,net,Local Individuals,17673225.0
2008-08-03,net,Local Individuals,-320463952.0
2008-09-03,net,Local Individuals,-720237397.0
2008-10-03,net,Local Individuals,-291528130.0
2008-11-03,net,Local Individuals,-141954379.0
2008-12-03,net,Local Individuals,-84338253.0
2009-01-03,net,Local Individuals,137374308.79999995
2009-02-03,net,Local Individuals,124052045.69999993
2009-03-03,net,Local Individuals,550031232.8999999
2009-04-03,net,Local Individuals,237449926.0
2009-05-03,net,Local Individuals,1077531818.0
2009-06-03,net,Local Individuals,-87564409.0
2009-07-03,net,Local Individuals,42579302.0
2009-08-03,net,Local Individuals,95325654.0
2009-09-03,net,Local Individuals,-525827566.0
2009-10-03,net,Local Individuals,185230428.0
2009-11-03,net,Local Individuals,-309780693.0
2009-12-03,net,Local Individuals,621462034.0
2010-01-03,net,Local Individuals,155116775.0
2010-02-03,net,Local Individuals,711236723.0
2010-03-03,net,Local Individuals,-238065210.0
2010-04-03,net,Local Individuals,1625806724.0
2010-05-03,net,Local Individuals,-340250813.0
2010-06-03,net,Local Individuals,1668955126.0
2010-07-03,net,Local Individuals,-274017332.0
2010-08-03,net,Local Individuals,735280753.0
2010-09-03,net,Local Individuals,2168309320.0
2010-10-03,net,Local Individuals,-6819462454.0
2010-11-03,net,Local Individuals,-2685384936.0
2010-12-03,net,Local Individuals,-274210822.0
2011-01-03,net,Local Individuals,1246936461.0
2011-02-03,net,Local Individuals,156695790.0
2011-03-03,net,Local Individuals,-3607510207.0
2011-04-03,net,Local Individuals,-67783117.0
2011-05-03,net,Local Individuals,-257547824.0
2011-06-03,net,Local Individuals,-2013086384.0
2011-07-03,net,Local Individuals,-1304639873.0
2011-08-03,net,Local Individuals,-1465443498.0
2011-09-03,net,Local Individuals,-662686454.0
2011-10-03,net,Local Individuals,-1061140392.0
2011-11-03,net,Local Individuals,-3578421121.0
2011-12-03,net,Local Individuals,-784219759.0
2012-01-03,net,Local Individuals,-343856876.0
2012-02-03,net,Local Individuals,-2532801898.0
2012-03-03,net,Local Individuals,-3228696249.0
2012-04-03,net,Local Individuals,-1865194306.0
2012-05-03,net,Local Individuals,-1484632767.0
2012-06-03,net,Local Individuals,-748485722.0
2012-07-03,net,Local Individuals,-1853113059.0
2012-08-03,net,Local Individuals,-1263584697.0
2012-09-03,net,Local Individuals,-1358759393.0
2012-10-03,net,Local Individuals,-738160000.0
2012-11-03,net,Local Individuals,-1709444902.0
2012-12-03,net,Local Individuals,-1161171479.0
2013-01-03,net,Local Individuals,196797447.0
2013-02-03,net,Local Individuals,-1273168338.0
2013-03-03,net,Local Individuals,-1252679816.0
2013-04-03,net,Local Individuals,-2008662089.0
2013-05-03,net,Local Individuals,-3032552366.0
2013-06-03,net,Local Individuals,-1784413129.0
2013-07-03,net,Local Individuals,-219690236.0
2013-08-03,net,Local Individuals,-914474288.0
2013-09-03,net,Local Individuals,-2667669036.0
2013-10-03,net,Local Individuals,-2392626043.0
2013-11-03,net,Local Individuals,-1384745936.0
2013-12-03,net,Local Individuals,-1517069816.0
2014-01-03,net,Local Individuals,-540085276.0
2014-02-03,net,Local Individuals,2765090982.0
2014-03-03,net,Local Individuals,2352754173.0
2014-04-03,net,Local Individuals,2188972443.0
2014-05-03,net,Local Individuals,-9144545273.0
2014-06-03,net,Local Individuals,-5072868987.0
2014-07-03,net,Local Individuals,-3841101671.0
2014-08-03,net,Local Individuals,-689787415.0
2014-09-03,net,Local Individuals,249361154.0
2014-10-03,net,Local Individuals,-4942685599.0
2014-11-03,net,Local Individuals,-3035794438.0
2014-12-03,net,Local Individuals,-1482807811.0
2015-01-03,net,Local Individuals,229305993.0
2015-02-03,net,Local Individuals,-2170469497.0
2015-03-03,net,Local Individuals,-1694028549.0
2015-04-03,net,Local Individuals,-340245934.0
2015-05-03,net,Local Individuals,2961126567.0
2015-06-03,net,Local Individuals,-423478651.0
2015-07-03,net,Local Individuals,1089718474.0
2015-08-03,net,Local Individuals,1074822715.0
2015-09-03,net,Local Individuals,210804733.0
2015-10-03,net,Local Individuals,427911171.0
2015-11-03,net,Local Individuals,-46620251.0
2015-12-03,net,Local Individuals,-19663846.0
2016-01-03,net,Local Individuals,-528971543.0
2016-02-03,net,Local Individuals,-2774853551.0
2016-03-03,net,Local Individuals,1060307575.0
2016-04-03,net,Local Individuals,-59579790.0
2016-05-03,net,Local Individuals,525639484.0
2016-06-03,net,Local Individuals,273393085.0
2016-07-03,net,Local Individuals,-1060897970.0
2016-08-03,net,Local Individuals,-1051769244.0
2016-09-03,net,Local Individuals,-727451554.0
2016-10-03,net,Local Individuals,-697163818.0
2016-11-03,net,Local Individuals,-419223628.0
2016-12-03,net,Local Individuals,-679204588.0
2017-01-03,net,Local Individuals,1794571832.0
2017-02-03,net,Local Individuals,-1351288074.0
2017-03-03,net,Local Individuals,-687577562.0
2017-04-03,net,Local Individuals,-6104783721.0
2017-05-03,net,Local Individuals,-53731186.0
2017-06-03,net,Local Individuals,-1682072700.0
2017-07-03,net,Local Individuals,-1913583559.0
2017-08-03,net,Local Individuals,-1145765563.0
2017-09-03,net,Local Individuals,-1026542593.0
2017-10-03,net,Local Individuals,69405485.0
2017-11-03,net,Local Individuals,2063484120.0
2017-12-03,net,Local Individuals,-206860664.0
2018-01-03,net,Local Individuals,89761013.0
2018-02-03,net,Local Individuals,-505203440.0
2018-03-03,net,Local Individuals,645339370.0
2018-04-03,net,Local Individuals,-1234870546.0
2018-05-03,net,Local Individuals,-421428203.0
2018-06-03,net,Local Individuals,-359621989.0
2018-07-03,net,Local Individuals,548686929.0
2018-08-03,net,Local Individuals,-219511761.0
2018-09-03,net,Local Individuals,325096763.0
2018-10-03,net,Local Individuals,2008296384.0
2018-11-03,net,Local Individuals,383406551.0
2018-12-03,net,Local Individuals,1688716343.0
2019-01-03,net,Local Individuals,668703167.0
2019-02-03,net,Local Individuals,-161073050.0
2019-03-03,net,Local Individuals,1029127667.0
2019-04-03,net,Local Individuals,-1827711216.0
2019-05-03,net,Local Individuals,530860717.0
2019-06-03,net,Local Individuals,-133988552.0
2019-07-03,net,Local Individuals,807894862.0
2019-08-03,net,Local Individuals,-122091280.0
2019-09-03,net,Local Individuals,93599497.0
2019-10-03,net,Local Individuals,1384068724.0
2019-11-03,net,Local Individuals,4989280816.0
2019-12-03,net,Local Individuals,468400226.0
2020-01-03,net,Local Individuals,801536121.0
2020-02-03,net,Local Individuals,854984842.0
2020-03-03,net,Local Individuals,907408193.0
2020-05-03,net,Local Individuals,5459463555.0
2020-06-03,net,Local Individuals,3751089799.0
2020-07-03,net,Local Individuals,-202499710.0
2020-08-03,net,Local Individuals,5863331803.0
2020-09-03,net,Local Individuals,3385409251.0
2020-10-03,net,Local Individuals,1854037480.0
2020-11-03,net,Local Individuals,2608013099.0
2020-12-03,net,Local Individuals,6906289123.0
2021-01-03,net,Local Individuals,11612327683.0
2021-02-03,net,Local Individuals,1633345256.0
2021-03-03,net,Local Individuals,1589536466.0
2021-04-03,net,Local Individuals,-713472718.0
2021-05-03,net,Local Individuals,438487550.0
2021-06-03,net,Local Individuals,998885186.0
2021-07-03,net,Local Individuals,-515986467.0
2021-08-03,net,Local Individuals,1834705075.0
2021-09-03,net,Local Individuals,2140031071.0
2021-10-03,net,Local Individuals,2386015698.0
2021-11-03,net,Local Individuals,669171963.0
2021-12-03,net,Local Individuals,4754055035.0
2022-01-03,net,Local Individuals,3934324146.0
2022-02-03,net,Local Individuals,3336796676.0
2022-03-03,net,Local Individuals,2831263555.0
2022-04-03,net,Local Individuals,1638906596.0
2022-05-03,net,Local Individuals,1631165577.0
2022-06-03,net,Local Individuals,1260259495.0
2022-07-03,net,Local Individuals,1137650003.0
2022-08-03,net,Local Individuals,1740826658.0
2022-09-03,net,Local Individuals,-3409076376.0
2022-10-03,net,Local Individuals,-574373119.0
2022-11-03,net,Local Individuals,8615432.0
2022-12-03,net,Local Individuals,-3158813413.0
2023-01-03,net,Local Individuals,54422956.0
2023-02-03,net,Local Individuals,-1412221952.0
2023-03-03,net,Local Individuals,196380251.0
2023-04-03,net,Local Individuals,-683902322.0
2023-05-03,net,Local Individuals,-96359136.0
2023-06-03,net,Local Individuals,-1395181044.0
2023-07-03,net,Local Individuals,-1323489748.0
2023-08-03,net,Local Individuals,-2399102057.0
2023-09-03,net,Local Individuals,136766759.0
2023-10-03,net,Local Individuals,-85119241.0
2023-11-03,net,Local Individuals,-1666506497.0
2023-12-03,net,Local Individuals,466965787.0
2024-01-03,net,Local Individuals,407297788.0
2024-02-03,net,Local Individuals,1222658953.0
2024-03-03,net,Local Individuals,-229312853.0
2024-04-03,net,Local Individuals,1082333707.0
2024-05-03,net,Local Individuals,-1041484054.0
2024-06-03,net,Local Individuals,1877747306.0
2024-07-03,net,Local Individuals,-1595853970.0
2024-08-03,net,Local Individuals,212506069.0
2024-09-03,net,Local Individuals,632426943.0
2024-10-03,net,Local Individuals,-656443315.0
2024-11-03,net,Local Individuals,3115904438.0
2024-12-03,net,Local Individuals,3809341888.0
2025-01-03,net,Local Individuals,2633493990.0
2025-02-03,net,Local Individuals,399812224.0
2025-03-03,net,Local Individuals,1350875853.0
2025-04-03,net,Local Individuals,1170521041.0
2025-05-03,net,Local Individuals,3346732199.0
2025-06-03,net,Local Individuals,938642711.0
2025-07-03,net,Local Individuals,10316694505.0
2025-08-03,net,Local Individuals,11437315630.0
2025-09-03,net,Local Individuals,7947856753.0
2025-10-03,net,Local Individuals,12367293.0
2025-11-03,net,Local Individuals,3208310611.0
2025-12-03,net,Local Individuals,1388640918.0
1992-01-01,net,Total Foreign,5683056.0
1992-02-01,net,Total Foreign,121584971.0
1992-03-01,net,Total Foreign,96403879.0
1992-04-01,net,Total Foreign,11418560.0
1992-05-01,net,Total Foreign,-100777099.0
1992-06-01,net,Total Foreign,-7260066.0
1992-07-01,net,Total Foreign,120792873.0
1992-08-01,net,Total Foreign,20393538.0
1992-09-01,net,Total Foreign,21956824.0
1992-10-01,net,Total Foreign,91536557.0
1992-11-01,net,Total Foreign,62608925.0
1992-12-01,net,Total Foreign,45574025.0
1993-01-01,net,Total Foreign,101208145.0
1993-02-01,net,Total Foreign,75595087.0
1993-03-01,net,Total Foreign,149736417.0
1993-04-01,net,Total Foreign,151637311.0
1993-05-01,net,Total Foreign,757316879.0
1993-06-01,net,Total Foreign,278160421.0
1993-07-01,net,Total Foreign,394367599.0
1993-08-01,net,Total Foreign,-193586796.0
1993-09-01,net,Total Foreign,585891444.0
1993-10-01,net,Total Foreign,445015931.0
1993-11-01,net,Total Foreign,785638564.0
1993-12-01,net,Total Foreign,376090578.0
1994-01-01,net,Total Foreign,1287546923.0
1994-02-01,net,Total Foreign,373979770.0
1994-03-01,net,Total Foreign,-506687434.0
1994-04-01,net,Total Foreign,-125457128.0
1994-05-01,net,Total Foreign,96620611.0
1994-06-01,net,Total Foreign,394266903.0
1994-07-01,net,Total Foreign,150083526.0
1994-08-01,net,Total Foreign,204416051.0
1994-09-01,net,Total Foreign,179741173.0
1994-10-01,net,Total Foreign,-90133633.0
1994-11-01,net,Total Foreign,-298906140.0
1994-12-01,net,Total Foreign,-331149494.0
1995-01-01,net,Total Foreign,-228053945.0
1995-02-01,net,Total Foreign,-145347843.0
1995-03-01,net,Total Foreign,-201633629.0
1995-04-01,net,Total Foreign,-40314158.0
1995-05-01,net,Total Foreign,-79587651.0
1995-06-01,net,Total Foreign,183388518.0
1995-07-01,net,Total Foreign,227949693.0
1995-08-01,net,Total Foreign,20632295.0
1995-09-01,net,Total Foreign,158525619.0
1995-10-01,net,Total Foreign,74396235.0
1995-11-01,net,Total Foreign,59489520.0
1995-12-01,net,Total Foreign,-119215451.0
1996-01-01,net,Total Foreign,65146227.0
1996-02-01,net,Total Foreign,439214475.0
1996-03-01,net,Total Foreign,73278826.0
1996-04-01,net,Total Foreign,-81013137.0
1996-05-01,net,Total Foreign,-8675053.0
1996-06-01,net,Total Foreign,15054395.0
1996-07-01,net,Total Foreign,27877121.0
1996-08-01,net,Total Foreign,-25074525.0
1996-09-01,net,Total Foreign,2089120.0
1996-10-01,net,Total Foreign,-148491542.0
1996-11-01,net,Total Foreign,15234027.0
1996-12-01,net,Total Foreign,-23058806.0
1997-01-01,net,Total Foreign,-14409679.0
1997-02-01,net,Total Foreign,51699992.0
1997-03-01,net,Total Foreign,25603672.0
1997-04-01,net,Total Foreign,266348526.0
1997-05-01,net,Total Foreign,451201415.0
1997-06-01,net,Total Foreign,745396152.0
1997-07-01,net,Total Foreign,86113098.0
1997-08-01,net,Total Foreign,-137362094.0
1997-09-01,net,Total Foreign,-163083860.0
1997-10-01,net,Total Foreign,-106739611.0
1997-11-01,net,Total Foreign,-240490311.0
1997-12-01,net,Total Foreign,-248574416.0
1998-01-01,net,Total Foreign,-147054557.0
1998-02-01,net,Total Foreign,-97706622.0
1998-03-01,net,Total Foreign,63711858.0
1998-04-01,net,Total Foreign,-52373037.0
1998-05-01,net,Total Foreign,-423738208.0
1998-06-01,net,Total Foreign,-567537566.0
1998-07-01,net,Total Foreign,24660337.0
1998-08-01,net,Total Foreign,-164322230.0
1998-09-01,net,Total Foreign,-199935906.0
1998-10-01,net,Total Foreign,-64837468.0
1998-11-01,net,Total Foreign,152208719.0
1998-12-01,net,Total Foreign,-83112782.0
1999-01-01,net,Total Foreign,-307421681.0
1999-02-01,net,Total Foreign,-121062313.0
1999-03-01,net,Total Foreign,-231183365.0
1999-04-01,net,Total Foreign,-125236471.0
1999-05-01,net,Total Foreign,-28262966.0
1999-06-01,net,Total Foreign,-168460801.0
1999-07-01,net,Total Foreign,548789573.0
1999-08-01,net,Total Foreign,277737252.0
1999-09-01,net,Total Foreign,-322700817.0
1999-10-01,net,Total Foreign,-258603671.0
1999-11-01,net,Total Foreign,56084306.0
1999-12-01,net,Total Foreign,-268752567.0
2000-01-01,net,Total Foreign,-191360735.0
2000-02-01,net,Total Foreign,-491198603.0
2000-03-01,net,Total Foreign,-611477544.0
2000-04-01,net,Total Foreign,-151319161.0
2000-05-01,net,Total Foreign,-245139363.0
2000-06-01,net,Total Foreign,-611824837.0
2000-07-01,net,Total Foreign,-681965064.0
2000-08-01,net,Total Foreign,16186162.0
2000-09-01,net,Total Foreign,-34891867.0
2000-10-01,net,Total Foreign,-133250102.0
2000-11-01,net,Total Foreign,-104072925.0
2000-12-01,net,Total Foreign,-121353282.0
2001-01-01,net,Total Foreign,223173669.0
2001-02-01,net,Total Foreign,58097169.0
2001-03-01,net,Total Foreign,-63143421.0
2001-04-01,net,Total Foreign,-186504537.0
2001-05-01,net,Total Foreign,-274160740.0
2001-06-01,net,Total Foreign,-126458509.0
2001-07-01,net,Total Foreign,96798779.0
2001-08-01,net,Total Foreign,-197720209.0
2001-09-01,net,Total Foreign,-68443844.0
2001-10-01,net,Total Foreign,77402643.0
2001-11-01,net,Total Foreign,-142252169.0
2001-12-01,net,Total Foreign,-421620355.0
2002-01-01,net,Total Foreign,-324217679.75
2002-02-01,net,Total Foreign,-192487100.0
2002-03-01,net,Total Foreign,577833868.0
2002-04-01,net,Total Foreign,303943037.0
2002-05-01,net,Total Foreign,765158437.0
2002-06-01,net,Total Foreign,674163819.0
2002-07-01,net,Total Foreign,2246110.0
2002-08-01,net,Total Foreign,626918003.0
2002-09-01,net,Total Foreign,276243118.0
2002-10-01,net,Total Foreign,72573452.0
2002-11-01,net,Total Foreign,-286887418.0
2002-12-01,net,Total Foreign,-53086919.0
2003-01-03,net,Total Foreign,240231443.0
2003-02-03,net,Total Foreign,150501823.0
2003-03-03,net,Total Foreign,60676300.0
2003-04-03,net,Total Foreign,44169508.0
2003-05-03,net,Total Foreign,1453183681.0
2003-06-03,net,Total Foreign,81750050.0
2003-07-03,net,Total Foreign,408451126.0
2003-08-03,net,Total Foreign,514963202.0
2003-09-03,net,Total Foreign,-4573989075.0
2003-10-03,net,Total Foreign,361176788.0
2003-11-03,net,Total Foreign,676132221.0
2003-12-03,net,Total Foreign,792175966.0
2004-01-03,net,Total Foreign,236714715.0
2004-02-03,net,Total Foreign,546970700.0
2004-03-03,net,Total Foreign,29639173.0
2004-04-03,net,Total Foreign,-347503935.0
2004-05-03,net,Total Foreign,-123377017.0
2004-06-03,net,Total Foreign,204366055.0
2004-07-03,net,Total Foreign,-179784622.0
2004-08-03,net,Total Foreign,115284014.0
2004-09-03,net,Total Foreign,257927240.0
2004-10-03,net,Total Foreign,-64670397.0
2004-11-03,net,Total Foreign,279074197.0
2004-12-03,net,Total Foreign,155649625.0
2005-01-03,net,Total Foreign,-378187687.0
2005-02-03,net,Total Foreign,-29413694.0
2005-03-03,net,Total Foreign,440803655.0
2005-04-03,net,Total Foreign,-673331889.0
2005-05-03,net,Total Foreign,204446231.0
2005-06-03,net,Total Foreign,475110812.0
2005-07-03,net,Total Foreign,1545228625.0
2005-08-03,net,Total Foreign,1258627166.25
2005-09-03,net,Total Foreign,1994386318.0
2005-10-03,net,Total Foreign,357777177.0
2005-11-03,net,Total Foreign,429504221.0
2005-12-03,net,Total Foreign,318151954.0
2006-01-03,net,Total Foreign,-69615215.0
2006-02-03,net,Total Foreign,-567114354.0
2006-03-03,net,Total Foreign,1392880544.0
2006-04-03,net,Total Foreign,920128803.0
2006-05-03,net,Total Foreign,981534308.0
2006-06-03,net,Total Foreign,-273647260.0
2006-07-03,net,Total Foreign,421346146.25
2006-08-03,net,Total Foreign,-193949776.0
2006-09-03,net,Total Foreign,-1069534885.5
2006-10-03,net,Total Foreign,676422246.75
2006-11-03,net,Total Foreign,3576985765.6499996
2006-12-03,net,Total Foreign,-418109362.5
2007-01-03,net,Total Foreign,-850183585.0
2007-02-03,net,Total Foreign,-985313379.0
2007-03-03,net,Total Foreign,174593399.5
2007-04-03,net,Total Foreign,80058602.94999981
2007-05-03,net,Total Foreign,1882807834.5
2007-06-03,net,Total Foreign,1219107832.75
2007-07-03,net,Total Foreign,744760830.75
2007-08-03,net,Total Foreign,2718451561.0
2007-09-03,net,Total Foreign,-111067772.0
2007-10-03,net,Total Foreign,2051054987.0
2007-11-03,net,Total Foreign,1729159954.0
2007-12-03,net,Total Foreign,2600861643.0
2008-01-03,net,Total Foreign,720015552.0
2008-02-03,net,Total Foreign,1039179424.0
2008-03-03,net,Total Foreign,621545127.0
2008-04-03,net,Total Foreign,2146852690.0
2008-05-03,net,Total Foreign,263015948.0
2008-06-03,net,Total Foreign,-60386563.0
2008-07-03,net,Total Foreign,7694133551.0
2008-08-03,net,Total Foreign,952245776.0
2008-09-03,net,Total Foreign,1143619333.0
2008-10-03,net,Total Foreign,-403696853.0
2008-11-03,net,Total Foreign,-431949025.0
2008-12-03,net,Total Foreign,265928840.0
2009-01-03,net,Total Foreign,-94829936.5
2009-02-03,net,Total Foreign,89246368.5
2009-03-03,net,Total Foreign,2026567245.5
2009-04-03,net,Total Foreign,-483555454.0
2009-05-03,net,Total Foreign,-1916859280.0
2009-06-03,net,Total Foreign,-97556381.0
2009-07-03,net,Total Foreign,533599586.0
2009-08-03,net,Total Foreign,-176031783.0
2009-09-03,net,Total Foreign,871257963.0
2009-10-03,net,Total Foreign,1338690555.0
2009-11-03,net,Total Foreign,-2355581946.0
2009-12-03,net,Total Foreign,-520237563.0
2010-01-03,net,Total Foreign,-2935022450.5
2010-02-03,net,Total Foreign,-2106408424.0
2010-03-03,net,Total Foreign,-8034124169.549999
2010-04-03,net,Total Foreign,-3368043598.0
2010-05-03,net,Total Foreign,-1137161872.0
2010-06-03,net,Total Foreign,-5226457982.0
2010-07-03,net,Total Foreign,3501522748.0
2010-08-03,net,Total Foreign,2051627064.0
2010-09-03,net,Total Foreign,-3608806093.0
2010-10-03,net,Total Foreign,-11095699861.8
2010-11-03,net,Total Foreign,-117187767.0
2010-12-03,net,Total Foreign,-117453282.30000019
2011-01-03,net,Total Foreign,-2887927356.0
2011-02-03,net,Total Foreign,-4199683073.0
2011-03-03,net,Total Foreign,-34295882.0
2011-04-03,net,Total Foreign,-1234273432.0
2011-05-03,net,Total Foreign,1720015836.0
2011-06-03,net,Total Foreign,-775919883.0
2011-07-03,net,Total Foreign,-841550426.0
2011-08-03,net,Total Foreign,-2234618265.0
2011-09-03,net,Total Foreign,-6486362619.0
2011-10-03,net,Total Foreign,-42329682.0
2011-11-03,net,Total Foreign,-376605522.0
2011-12-03,net,Total Foreign,-1645671038.0
2012-01-03,net,Total Foreign,471521772.0
2012-02-03,net,Total Foreign,1907149862.0
2012-03-03,net,Total Foreign,17943398703.0
2012-04-03,net,Total Foreign,928990542.0
2012-05-03,net,Total Foreign,1338550825.0
2012-06-03,net,Total Foreign,618840887.0
2012-07-03,net,Total Foreign,2449566185.0
2012-08-03,net,Total Foreign,2830907932.0
2012-09-03,net,Total Foreign,3063010876.0
2012-10-03,net,Total Foreign,2401015889.0
2012-11-03,net,Total Foreign,1544108467.0
2012-12-03,net,Total Foreign,3175368468.0
2013-01-03,net,Total Foreign,-1353039064.0
2013-02-03,net,Total Foreign,1101569250.0
2013-03-03,net,Total Foreign,5131881291.0
2013-04-03,net,Total Foreign,3868792504.0
2013-05-03,net,Total Foreign,4877153781.0
2013-06-03,net,Total Foreign,1513658021.0
2013-07-03,net,Total Foreign,1061027353.0
2013-08-03,net,Total Foreign,2238271013.0
2013-09-03,net,Total Foreign,1403302770.0
2013-10-03,net,Total Foreign,3159316016.0
2013-11-03,net,Total Foreign,-515884347.0
2013-12-03,net,Total Foreign,297186076.0
2014-01-03,net,Total Foreign,980155271.0
2014-02-03,net,Total Foreign,-5104258847.0
2014-03-03,net,Total Foreign,-2802522966.0
2014-04-03,net,Total Foreign,-643008077.0
2014-05-03,net,Total Foreign,9607134279.0
2014-06-03,net,Total Foreign,3853870984.0
2014-07-03,net,Total Foreign,4704938096.0
2014-08-03,net,Total Foreign,-2982789351.0
2014-09-03,net,Total Foreign,-1262679768.0
2014-10-03,net,Total Foreign,7783625764.0
2014-11-03,net,Total Foreign,5611960096.0
2014-12-03,net,Total Foreign,1618056890.0
2015-01-03,net,Total Foreign,111438413.0
2015-02-03,net,Total Foreign,1390768712.0
2015-03-03,net,Total Foreign,1314652263.0
2015-04-03,net,Total Foreign,685282760.0
2015-05-03,net,Total Foreign,702116644.0
2015-06-03,net,Total Foreign,-2695262277.0
2015-07-03,net,Total Foreign,-836277221.0
2015-08-03,net,Total Foreign,-4453346514.0
2015-09-03,net,Total Foreign,-134304438.0
2015-10-03,net,Total Foreign,-624895025.0
2015-11-03,net,Total Foreign,-119759790.0
2015-12-03,net,Total Foreign,-712507147.0
2016-01-03,net,Total Foreign,-2855665626.0
2016-02-03,net,Total Foreign,1255984209.0
2016-03-03,net,Total Foreign,-551577021.0
2016-04-03,net,Total Foreign,-1043613162.0
2016-05-03,net,Total Foreign,-2635973195.0
2016-06-03,net,Total Foreign,-532164109.0
2016-07-03,net,Total Foreign,1428566716.0
2016-08-03,net,Total Foreign,974032424.0
2016-09-03,net,Total Foreign,724433755.0
2016-10-03,net,Total Foreign,1215838410.0
2016-11-03,net,Total Foreign,99416880.0
2016-12-03,net,Total Foreign,2270170181.0
2017-01-03,net,Total Foreign,-1656839120.0
2017-02-03,net,Total Foreign,1586643923.0
2017-03-03,net,Total Foreign,5130322582.0
2017-04-03,net,Total Foreign,10767378370.0
2017-05-03,net,Total Foreign,2974511721.0
2017-06-03,net,Total Foreign,2663958282.0
2017-07-03,net,Total Foreign,3595937713.0
2017-08-03,net,Total Foreign,1751547089.0
2017-09-03,net,Total Foreign,-9554610794.0
2017-10-03,net,Total Foreign,1964560656.0
2017-11-03,net,Total Foreign,-1757830457.0
2017-12-03,net,Total Foreign,263123680.0
2018-01-03,net,Total Foreign,4040822575.0
2018-02-03,net,Total Foreign,2022144939.0
2018-03-03,net,Total Foreign,-8692925238.0
2018-04-03,net,Total Foreign,1681468385.0
2018-05-03,net,Total Foreign,-631262846.0
2018-06-03,net,Total Foreign,9559801.0
2018-07-03,net,Total Foreign,-1204310232.0
2018-08-03,net,Total Foreign,-1657890455.0
2018-09-03,net,Total Foreign,-1661272793.0
2018-10-03,net,Total Foreign,-6976754426.0
2018-11-03,net,Total Foreign,-5392383778.0
2018-12-03,net,Total Foreign,-4724127242.0
2019-01-03,net,Total Foreign,-2263068103.0
2019-02-03,net,Total Foreign,-2645944338.0
2019-03-03,net,Total Foreign,-1187447960.0
2019-04-03,net,Total Foreign,1703280166.0
2019-05-03,net,Total Foreign,-1191687434.0
2019-06-03,net,Total Foreign,-785869720.0
2019-07-03,net,Total Foreign,7139002786.0
