date,transaction_type,investor_type,value
2006-08-03,sales,Foreign Individuals,831419260.5
2006-09-03,sales,Foreign Individuals,481580891.5
2006-10-03,sales,Foreign Individuals,294847949.25
2006-11-03,sales,Foreign Individuals,2055979615.6
2006-12-03,sales,Foreign Individuals,263588406.25
2007-01-03,sales,Foreign Individuals,559449394.0
2007-02-03,sales,Foreign Individuals,2267065301.0
2007-03-03,sales,Foreign Individuals,739887600.0
2007-04-03,sales,Foreign Individuals,151171474.55
2007-05-03,sales,Foreign Individuals,119735439.5
2007-06-03,sales,Foreign Individuals,1233044226.75
2007-07-03,sales,Foreign Individuals,73839631.5
2007-08-03,sales,Foreign Individuals,132628166.0
2007-09-03,sales,Foreign Individuals,779589556.0
2007-10-03,sales,Foreign Individuals,321859716.0
2007-11-03,sales,Foreign Individuals,273983922.0
2007-12-03,sales,Foreign Individuals,263629884.0
2008-01-03,sales,Foreign Individuals,169327877.0
2008-02-03,sales,Foreign Individuals,520572081.0
2008-03-03,sales,Foreign Individuals,285853418.0
2008-04-03,sales,Foreign Individuals,4249852365.0
2008-05-03,sales,Foreign Individuals,344050364.0
2008-06-03,sales,Foreign Individuals,132119338.0
2008-07-03,sales,Foreign Individuals,348759737.0
2008-08-03,sales,Foreign Individuals,253830573.0
2008-09-03,sales,Foreign Individuals,102875212.0
2008-10-03,sales,Foreign Individuals,226534015.0
2008-11-03,sales,Foreign Individuals,44859643.0
2008-12-03,sales,Foreign Individuals,47725685.0
2009-01-03,sales,Foreign Individuals,107616794.75
2009-02-03,sales,Foreign Individuals,61943229.0
2009-03-03,sales,Foreign Individuals,40743231.0
2009-04-03,sales,Foreign Individuals,180772061.0
2009-05-03,sales,Foreign Individuals,918000140.0
2009-06-03,sales,Foreign Individuals,557715343.0
2009-07-03,sales,Foreign Individuals,328641630.0
2009-08-03,sales,Foreign Individuals,287286459.0
2009-09-03,sales,Foreign Individuals,1069407930.0
2009-10-03,sales,Foreign Individuals,1023065904.0
2009-11-03,sales,Foreign Individuals,322380802.0
2009-12-03,sales,Foreign Individuals,1955781612.0
2010-01-03,sales,Foreign Individuals,4873850179.75
2010-02-03,sales,Foreign Individuals,2379670977.0
2010-03-03,sales,Foreign Individuals,3029942159.9
2010-04-03,sales,Foreign Individuals,746151304.0
2010-05-03,sales,Foreign Individuals,1250404842.0
2010-06-03,sales,Foreign Individuals,1599917913.0
2010-07-03,sales,Foreign Individuals,2144748224.0
2010-08-03,sales,Foreign Individuals,1442807772.0
2010-09-03,sales,Foreign Individuals,2814602363.0
2010-10-03,sales,Foreign Individuals,1611046164.8
2010-11-03,sales,Foreign Individuals,506532759.0
2010-12-03,sales,Foreign Individuals,931588628.0
2011-01-03,sales,Foreign Individuals,2226482238.0
2011-02-03,sales,Foreign Individuals,2247282269.0
2011-03-03,sales,Foreign Individuals,1322841811.0
2011-04-03,sales,Foreign Individuals,749626336.0
2011-05-03,sales,Foreign Individuals,1982578285.0
2011-06-03,sales,Foreign Individuals,1647402048.0
2011-07-03,sales,Foreign Individuals,789310015.0
2011-08-03,sales,Foreign Individuals,1172368186.0
2011-09-03,sales,Foreign Individuals,1322263903.0
2011-10-03,sales,Foreign Individuals,1783245772.0
2011-11-03,sales,Foreign Individuals,360263055.0
2011-12-03,sales,Foreign Individuals,371168977.0
2012-01-03,sales,Foreign Individuals,271961699.0
2012-02-03,sales,Foreign Individuals,307909982.0
2012-03-03,sales,Foreign Individuals,313429302.0
2012-04-03,sales,Foreign Individuals,230943215.0
2012-05-03,sales,Foreign Individuals,90186537.0
2012-06-03,sales,Foreign Individuals,137365136.0
2012-07-03,sales,Foreign Individuals,102865467.0
2012-08-03,sales,Foreign Individuals,101155490.0
2012-09-03,sales,Foreign Individuals,743646817.0
2012-10-03,sales,Foreign Individuals,309832925.0
2012-11-03,sales,Foreign Individuals,82265347.0
2012-12-03,sales,Foreign Individuals,104724834.0
2013-01-03,sales,Foreign Individuals,288970947.0
2013-02-03,sales,Foreign Individuals,276394637.0
2013-03-03,sales,Foreign Individuals,190567007.0
2013-04-03,sales,Foreign Individuals,365167934.0
2013-05-03,sales,Foreign Individuals,461855069.0
2013-06-03,sales,Foreign Individuals,176798953.0
2013-07-03,sales,Foreign Individuals,132372832.0
2013-08-03,sales,Foreign Individuals,184921806.0
2013-09-03,sales,Foreign Individuals,146859094.0
2013-10-03,sales,Foreign Individuals,192603980.0
2013-11-03,sales,Foreign Individuals,242669935.0
2013-12-03,sales,Foreign Individuals,251207454.0
2014-01-03,sales,Foreign Individuals,323777314.0
2014-02-03,sales,Foreign Individuals,440046178.0
2014-03-03,sales,Foreign Individuals,256974583.0
2014-04-03,sales,Foreign Individuals,422716461.0
2014-05-03,sales,Foreign Individuals,509330834.0
2014-06-03,sales,Foreign Individuals,354161142.0
2014-07-03,sales,Foreign Individuals,2233098252.0
2014-08-03,sales,Foreign Individuals,507995050.0
2014-09-03,sales,Foreign Individuals,1005700592.0
2014-10-03,sales,Foreign Individuals,510395068.0
2014-11-03,sales,Foreign Individuals,516120657.0
2014-12-03,sales,Foreign Individuals,162262702.0
2015-01-03,sales,Foreign Individuals,438708672.0
2015-02-03,sales,Foreign Individuals,540741492.0
2015-03-03,sales,Foreign Individuals,246601263.0
2015-04-03,sales,Foreign Individuals,929253335.0
2015-05-03,sales,Foreign Individuals,577766166.0
2015-06-03,sales,Foreign Individuals,232149543.0
2015-07-03,sales,Foreign Individuals,261776128.0
2015-08-03,sales,Foreign Individuals,547013973.0
2015-09-03,sales,Foreign Individuals,171052326.0
2015-10-03,sales,Foreign Individuals,181519084.0
2015-11-03,sales,Foreign Individuals,121556165.0
2015-12-03,sales,Foreign Individuals,108434535.0
2016-01-03,sales,Foreign Individuals,86935603.0
2016-02-03,sales,Foreign Individuals,82398743.0
2016-03-03,sales,Foreign Individuals,157879699.0
2016-04-03,sales,Foreign Individuals,253301544.0
2016-05-03,sales,Foreign Individuals,145307393.0
2016-06-03,sales,Foreign Individuals,138984688.0
2016-07-03,sales,Foreign Individuals,178529974.0
2016-08-03,sales,Foreign Individuals,236776230.0
2016-09-03,sales,Foreign Individuals,177666732.0
2016-10-03,sales,Foreign Individuals,79232590.0
2016-11-03,sales,Foreign Individuals,51919887.0
2016-12-03,sales,Foreign Individuals,331622308.0
2017-01-03,sales,Foreign Individuals,56017862.0
2017-02-03,sales,Foreign Individuals,195281019.0
2017-03-03,sales,Foreign Individuals,120162632.0
2017-04-03,sales,Foreign Individuals,1014754802.0
2017-05-03,sales,Foreign Individuals,172214910.0
2017-06-03,sales,Foreign Individuals,211470235.0
2017-07-03,sales,Foreign Individuals,680097395.0
2017-08-03,sales,Foreign Individuals,140407100.0
2017-09-03,sales,Foreign Individuals,112161706.0
2017-10-03,sales,Foreign Individuals,195427732.0
2017-11-03,sales,Foreign Individuals,2463059457.0
2017-12-03,sales,Foreign Individuals,67654360.0
2018-01-03,sales,Foreign Individuals,94555505.0
2018-02-03,sales,Foreign Individuals,225272422.0
2018-03-03,sales,Foreign Individuals,89942547.0
2018-04-03,sales,Foreign Individuals,82526949.0
2018-05-03,sales,Foreign Individuals,117230452.0
2018-06-03,sales,Foreign Individuals,70910389.0
2018-07-03,sales,Foreign Individuals,81400832.0
2018-08-03,sales,Foreign Individuals,84171299.0
2018-09-03,sales,Foreign Individuals,56337703.0
2018-10-03,sales,Foreign Individuals,89280965.0
2018-11-03,sales,Foreign Individuals,58895278.0
2018-12-03,sales,Foreign Individuals,20413859.0
2019-01-03,sales,Foreign Individuals,45935934.0
2019-02-03,sales,Foreign Individuals,51015943.0
2019-03-03,sales,Foreign Individuals,125168867.0
2019-04-03,sales,Foreign Individuals,62936747.0
2019-05-03,sales,Foreign Individuals,35250551.0
2019-06-03,sales,Foreign Individuals,178487381.0
2019-07-03,sales,Foreign Individuals,144798339.0
2019-08-03,sales,Foreign Individuals,80748801.0
2019-09-03,sales,Foreign Individuals,75501370.0
2019-10-03,sales,Foreign Individuals,157140122.0
2019-11-03,sales,Foreign Individuals,167530942.0
2019-12-03,sales,Foreign Individuals,76230843.0
2020-01-03,sales,Foreign Individuals,62817199.0
2020-02-03,sales,Foreign Individuals,99901451.0
2020-03-03,sales,Foreign Individuals,16663523.0
2020-05-03,sales,Foreign Individuals,73293282.0
2020-06-03,sales,Foreign Individuals,253415039.0
2020-07-03,sales,Foreign Individuals,152044705.0
2020-08-03,sales,Foreign Individuals,214079351.0
2020-09-03,sales,Foreign Individuals,455592452.0
2020-10-03,sales,Foreign Individuals,508874188.0
2020-11-03,sales,Foreign Individuals,672601999.0
2020-12-03,sales,Foreign Individuals,564109668.0
2021-01-03,sales,Foreign Individuals,1861691486.0
2021-02-03,sales,Foreign Individuals,547615219.0
2021-03-03,sales,Foreign Individuals,385550347.0
2021-04-03,sales,Foreign Individuals,386797123.0
2021-05-03,sales,Foreign Individuals,369113420.0
2021-06-03,sales,Foreign Individuals,488700550.0
2021-07-03,sales,Foreign Individuals,571624948.0
2021-08-03,sales,Foreign Individuals,1002210914.0
2021-09-03,sales,Foreign Individuals,962533127.0
2021-10-03,sales,Foreign Individuals,723876849.0
2021-11-03,sales,Foreign Individuals,1873353372.0
2021-12-03,sales,Foreign Individuals,2272139728.0
2022-01-03,sales,Foreign Individuals,1760150301.0
2022-02-03,sales,Foreign Individuals,480294872.0
2022-03-03,sales,Foreign Individuals,308372274.0
2022-04-03,sales,Foreign Individuals,39470171.0
2022-05-03,sales,Foreign Individuals,150571587.0
2022-06-03,sales,Foreign Individuals,271092503.0
2022-07-03,sales,Foreign Individuals,94608315.0
2022-08-03,sales,Foreign Individuals,399201679.0
2022-09-03,sales,Foreign Individuals,1228282873.0
2022-10-03,sales,Foreign Individuals,209586894.0
2022-11-03,sales,Foreign Individuals,401953731.0
2022-12-03,sales,Foreign Individuals,271011107.0
2023-01-03,sales,Foreign Individuals,425896636.0
2023-02-03,sales,Foreign Individuals,544481797.0
2023-03-03,sales,Foreign Individuals,420174475.0
2023-04-03,sales,Foreign Individuals,72973103.0
2023-05-03,sales,Foreign Individuals,51757422.0
2023-06-03,sales,Foreign Individuals,121955423.0
2023-07-03,sales,Foreign Individuals,675706071.0
2023-08-03,sales,Foreign Individuals,561109512.0
2023-09-03,sales,Foreign Individuals,346749457.0
2023-10-03,sales,Foreign Individuals,294781388.0
2023-11-03,sales,Foreign Individuals,330591156.0
2023-12-03,sales,Foreign Individuals,212395930.0
2024-01-03,sales,Foreign Individuals,211094025.0
2024-02-03,sales,Foreign Individuals,154917712.0
2024-03-03,sales,Foreign Individuals,548759834.0
2024-04-03,sales,Foreign Individuals,1875872070.0
2024-05-03,sales,Foreign Individuals,284766209.0
2024-06-03,sales,Foreign Individuals,174036304.0
2024-07-03,sales,Foreign Individuals,142982558.0
2024-08-03,sales,Foreign Individuals,323417068.0
2024-09-03,sales,Foreign Individuals,672908517.0
2024-10-03,sales,Foreign Individuals,475690083.0
2024-11-03,sales,Foreign Individuals,903455223.0
2024-12-03,sales,Foreign Individuals,1453064995.0
2025-01-03,sales,Foreign Individuals,1433951067.0
2025-02-03,sales,Foreign Individuals,1102446089.0
2025-03-03,sales,Foreign Individuals,994312290.0
2025-04-03,sales,Foreign Individuals,539561944.0
2025-05-03,sales,Foreign Individuals,2197783358.0
2025-06-03,sales,Foreign Individuals,1101797468.0
2025-07-03,sales,Foreign Individuals,2425965331.0
2025-08-03,sales,Foreign Individuals,976016931.0
2025-09-03,sales,Foreign Individuals,3557273802.0
2025-10-03,sales,Foreign Individuals,2810015703.0
2025-11-03,sales,Foreign Individuals,862042383.0
2025-12-03,sales,Foreign Individuals,614811463.0
1992-01-01,sales,Local Companies,139931337.0
1992-02-01,sales,Local Companies,140844042.0
1992-03-01,sales,Local Companies,236510550.0
1992-04-01,sales,Local Companies,85962106.0
1992-05-01,sales,Local Companies,95693428.0
1992-06-01,sales,Local Companies,86948920.0
1992-07-01,sales,Local Companies,142853483.0
1992-08-01,sales,Local Companies,232041653.0
1992-09-01,sales,Local Companies,86633634.0
1992-10-01,sales,Local Companies,161336725.0
1992-11-01,sales,Local Companies,93816126.0
1992-12-01,sales,Local Companies,85545591.0
1993-01-01,sales,Local Companies,145287639.0
1993-02-01,sales,Local Companies,87843790.0
1993-03-01,sales,Local Companies,196838076.0
1993-04-01,sales,Local Companies,87685499.0
1993-05-01,sales,Local Companies,1454532544.0
1993-06-01,sales,Local Companies,454562054.0
1993-07-01,sales,Local Companies,764142239.0
1993-08-01,sales,Local Companies,609669668.0
1993-09-01,sales,Local Companies,728056094.0
1993-10-01,sales,Local Companies,643882885.0
1993-11-01,sales,Local Companies,1428886447.0
1993-12-01,sales,Local Companies,1061982978.0
1994-01-01,sales,Local Companies,1587362227.0
1994-02-01,sales,Local Companies,1231800540.0
1994-03-01,sales,Local Companies,1165317201.0
1994-04-01,sales,Local Companies,517770798.0
1994-05-01,sales,Local Companies,379305867.0
1994-06-01,sales,Local Companies,782239009.0
1994-07-01,sales,Local Companies,584041180.0
1994-08-01,sales,Local Companies,936661953.0
1994-09-01,sales,Local Companies,1490852891.0
1994-10-01,sales,Local Companies,386639909.0
1994-11-01,sales,Local Companies,419687420.0
1994-12-01,sales,Local Companies,398481902.0
1995-01-01,sales,Local Companies,217584104.0
1995-02-01,sales,Local Companies,220987914.0
1995-03-01,sales,Local Companies,572632097.0
1995-04-01,sales,Local Companies,193796654.0
1995-05-01,sales,Local Companies,269766518.0
1995-06-01,sales,Local Companies,371007031.0
1995-07-01,sales,Local Companies,259829778.0
1995-08-01,sales,Local Companies,245262084.0
1995-09-01,sales,Local Companies,254450705.0
1995-10-01,sales,Local Companies,137508849.0
1995-11-01,sales,Local Companies,164017106.0
1995-12-01,sales,Local Companies,430299966.0
1996-01-01,sales,Local Companies,446412656.0
1996-02-01,sales,Local Companies,439111081.0
1996-03-01,sales,Local Companies,265110291.0
1996-04-01,sales,Local Companies,77693675.0
1996-05-01,sales,Local Companies,38441651.0
1996-06-01,sales,Local Companies,62824878.0
1996-07-01,sales,Local Companies,62946517.0
1996-08-01,sales,Local Companies,551953687.0
1996-09-01,sales,Local Companies,526149228.0
1996-10-01,sales,Local Companies,498202330.0
1996-11-01,sales,Local Companies,241518956.0
1996-12-01,sales,Local Companies,358991478.0
1997-01-01,sales,Local Companies,236352790.0
1997-02-01,sales,Local Companies,120359149.0
1997-03-01,sales,Local Companies,442409714.0
1997-04-01,sales,Local Companies,896481257.0
1997-05-01,sales,Local Companies,1108790719.0
1997-06-01,sales,Local Companies,1303089345.0
1997-07-01,sales,Local Companies,781274146.0
1997-08-01,sales,Local Companies,484259410.0
1997-09-01,sales,Local Companies,346056990.0
1997-10-01,sales,Local Companies,522385231.0
1997-11-01,sales,Local Companies,198172589.0
1997-12-01,sales,Local Companies,298932627.0
1998-01-01,sales,Local Companies,655119311.0
1998-02-01,sales,Local Companies,720384588.0
1998-03-01,sales,Local Companies,558748156.0
1998-04-01,sales,Local Companies,771091604.0
1998-05-01,sales,Local Companies,1171491072.0
1998-06-01,sales,Local Companies,489900909.0
1998-07-01,sales,Local Companies,385807221.0
1998-08-01,sales,Local Companies,551985944.0
1998-09-01,sales,Local Companies,282181883.0
1998-10-01,sales,Local Companies,287353508.0
1998-11-01,sales,Local Companies,704288011.0
1998-12-01,sales,Local Companies,193418931.0
1999-01-01,sales,Local Companies,224676019.0
1999-02-01,sales,Local Companies,163985839.0
1999-03-01,sales,Local Companies,101028898.0
1999-04-01,sales,Local Companies,83001258.0
1999-05-01,sales,Local Companies,1112538627.0
1999-06-01,sales,Local Companies,368931556.0
1999-07-01,sales,Local Companies,1208072412.0
1999-08-01,sales,Local Companies,623498725.0
1999-09-01,sales,Local Companies,264550835.0
1999-10-01,sales,Local Companies,438378063.0
1999-11-01,sales,Local Companies,685236243.0
1999-12-01,sales,Local Companies,564469428.0
2000-01-01,sales,Local Companies,292404124.0
2000-02-01,sales,Local Companies,485163246.0
2000-03-01,sales,Local Companies,257122381.0
2000-04-01,sales,Local Companies,288035505.0
2000-05-01,sales,Local Companies,428449291.0
2000-06-01,sales,Local Companies,653233414.0
2000-07-01,sales,Local Companies,518336053.0
2000-08-01,sales,Local Companies,168124488.0
2000-09-01,sales,Local Companies,189420634.0
2000-10-01,sales,Local Companies,176438538.0
2000-11-01,sales,Local Companies,133376488.0
2000-12-01,sales,Local Companies,77742215.0
2001-01-01,sales,Local Companies,435812583.0
2001-02-01,sales,Local Companies,194079729.0
2001-03-01,sales,Local Companies,163257124.0
2001-04-01,sales,Local Companies,83103754.0
2001-05-01,sales,Local Companies,143348139.0
2001-06-01,sales,Local Companies,215038212.0
2001-07-01,sales,Local Companies,150239250.0
2001-08-01,sales,Local Companies,529631182.0
2001-09-01,sales,Local Companies,258455446.0
2001-10-01,sales,Local Companies,1393433208.0
2001-11-01,sales,Local Companies,781400363.0
2001-12-01,sales,Local Companies,2299971695.0
2002-01-01,sales,Local Companies,307756329.0
2002-02-01,sales,Local Companies,567832803.0
2002-03-01,sales,Local Companies,1629209618.0
2002-04-01,sales,Local Companies,567632245.0
2002-05-01,sales,Local Companies,1965679977.0
2002-06-01,sales,Local Companies,2650668943.0
2002-07-01,sales,Local Companies,782317233.0
2002-08-01,sales,Local Companies,1216773556.0
2002-09-01,sales,Local Companies,2359125889.0
2002-10-01,sales,Local Companies,1213822413.0
2002-11-01,sales,Local Companies,359444745.0
2002-12-01,sales,Local Companies,481667428.0
2003-01-03,sales,Local Companies,754414314.0
2003-02-03,sales,Local Companies,515736537.0
2003-03-03,sales,Local Companies,571028030.0
2003-04-03,sales,Local Companies,711565409.0
2003-05-03,sales,Local Companies,3443676588.0
2003-06-03,sales,Local Companies,5257310803.0
2003-07-03,sales,Local Companies,2294443925.0
2003-08-03,sales,Local Companies,2366520540.0
2003-09-03,sales,Local Companies,5799620219.0
2003-10-03,sales,Local Companies,6306332553.0
2003-11-03,sales,Local Companies,2638973108.0
2003-12-03,sales,Local Companies,2496100014.0
2004-01-03,sales,Local Companies,2013791027.0
2004-02-03,sales,Local Companies,1986207379.0
2004-03-03,sales,Local Companies,2042694571.0
2004-04-03,sales,Local Companies,1366979929.0
2004-05-03,sales,Local Companies,879015677.0
2004-06-03,sales,Local Companies,2224982884.0
2004-07-03,sales,Local Companies,2761573464.0
2004-08-03,sales,Local Companies,1931458040.0
2004-09-03,sales,Local Companies,1178019437.0
2004-10-03,sales,Local Companies,1350948476.0
2004-11-03,sales,Local Companies,1713939723.0
2004-12-03,sales,Local Companies,1113386229.0
2005-01-03,sales,Local Companies,2087693720.0
2005-02-03,sales,Local Companies,2686170577.0
2005-03-03,sales,Local Companies,3869318454.0
2005-04-03,sales,Local Companies,2056093808.0
2005-05-03,sales,Local Companies,3279137683.0
2005-06-03,sales,Local Companies,1701499505.0
2005-07-03,sales,Local Companies,3517493231.0
2005-08-03,sales,Local Companies,5361933804.0
2005-09-03,sales,Local Companies,6184867395.0
2005-10-03,sales,Local Companies,4635976643.0
2005-11-03,sales,Local Companies,4334209331.0
2005-12-03,sales,Local Companies,1820444671.0
2006-01-03,sales,Local Companies,2453914208.0
2006-02-03,sales,Local Companies,2169384574.0
2006-03-03,sales,Local Companies,4014661761.0
2006-04-03,sales,Local Companies,1911822475.0
2006-05-03,sales,Local Companies,1666973360.0
2006-06-03,sales,Local Companies,1886288787.0
2006-07-03,sales,Local Companies,1293366628.0
2006-08-03,sales,Local Companies,1190400913.05
2006-09-03,sales,Local Companies,1985468552.5
2006-10-03,sales,Local Companies,3860153752.6
2006-11-03,sales,Local Companies,9440799413.0
2006-12-03,sales,Local Companies,1881490109.0
2007-01-03,sales,Local Companies,4693968145.0
2007-02-03,sales,Local Companies,4693948381.0
2007-03-03,sales,Local Companies,3700743429.25
2007-04-03,sales,Local Companies,397297247.9
2007-05-03,sales,Local Companies,1231481341.0
2007-06-03,sales,Local Companies,1151908466.95
2007-07-03,sales,Local Companies,731059043.0
2007-08-03,sales,Local Companies,4578531139.0
2007-09-03,sales,Local Companies,2234079008.0
2007-10-03,sales,Local Companies,3370386876.0
2007-11-03,sales,Local Companies,2884382179.0
2007-12-03,sales,Local Companies,3182100513.0
2008-01-03,sales,Local Companies,1124725068.0
2008-02-03,sales,Local Companies,2571372824.0
2008-03-03,sales,Local Companies,2388225281.0
2008-04-03,sales,Local Companies,3450914756.0
2008-05-03,sales,Local Companies,2400766222.0
2008-06-03,sales,Local Companies,3120181362.0
2008-07-03,sales,Local Companies,10632893414.0
2008-08-03,sales,Local Companies,1829586522.0
2008-09-03,sales,Local Companies,1467206436.0
2008-10-03,sales,Local Companies,925342845.0
2008-11-03,sales,Local Companies,1199363214.0
2008-12-03,sales,Local Companies,657108642.0
2009-01-03,sales,Local Companies,833917935.8
2009-02-03,sales,Local Companies,2509819349.2
2009-03-03,sales,Local Companies,6056541020.65
2009-04-03,sales,Local Companies,722332404.0
2009-05-03,sales,Local Companies,3407346396.0
2009-06-03,sales,Local Companies,5068168331.0
2009-07-03,sales,Local Companies,2998032730.0
2009-08-03,sales,Local Companies,2280126761.0
2009-09-03,sales,Local Companies,5917183956.0
2009-10-03,sales,Local Companies,6761450858.0
2009-11-03,sales,Local Companies,4191764147.0
2009-12-03,sales,Local Companies,8189598032.0
2010-01-03,sales,Local Companies,5587560146.5
2010-02-03,sales,Local Companies,6607086682.85
2010-03-03,sales,Local Companies,8916943706.0
2010-04-03,sales,Local Companies,7973380904.0
2010-05-03,sales,Local Companies,11234358013.0
2010-06-03,sales,Local Companies,18089048164.0
2010-07-03,sales,Local Companies,20072696606.0
2010-08-03,sales,Local Companies,20744955892.0
2010-09-03,sales,Local Companies,30768560398.0
2010-10-03,sales,Local Companies,32696497259.5
2010-11-03,sales,Local Companies,12111416736.0
2010-12-03,sales,Local Companies,18387653306.9
2011-01-03,sales,Local Companies,23770531576.0
2011-02-03,sales,Local Companies,18828885937.0
2011-03-03,sales,Local Companies,21425930870.0
2011-04-03,sales,Local Companies,11181484761.0
2011-05-03,sales,Local Companies,17101935615.0
2011-06-03,sales,Local Companies,19583261003.0
2011-07-03,sales,Local Companies,10516612962.0
2011-08-03,sales,Local Companies,18624536429.0
2011-09-03,sales,Local Companies,15667230846.0
2011-10-03,sales,Local Companies,7046626243.0
2011-11-03,sales,Local Companies,5523883690.0
2011-12-03,sales,Local Companies,3163604565.0
2012-01-03,sales,Local Companies,4560913176.0
2012-02-03,sales,Local Companies,12987344847.0
2012-03-03,sales,Local Companies,22706791054.0
2012-04-03,sales,Local Companies,2990619590.0
2012-05-03,sales,Local Companies,2795082668.0
2012-06-03,sales,Local Companies,11942950358.0
2012-07-03,sales,Local Companies,2961891105.0
2012-08-03,sales,Local Companies,7199091432.0
2012-09-03,sales,Local Companies,12939006969.0
2012-10-03,sales,Local Companies,5300599785.0
2012-11-03,sales,Local Companies,5266828324.0
2012-12-03,sales,Local Companies,6149471583.0
2013-01-03,sales,Local Companies,5604886787.0
2013-02-03,sales,Local Companies,3223483204.0
2013-03-03,sales,Local Companies,7505249766.0
2013-04-03,sales,Local Companies,5591561147.0
2013-05-03,sales,Local Companies,12354226998.0
2013-06-03,sales,Local Companies,3831823562.0
2013-07-03,sales,Local Companies,3707524908.0
2013-08-03,sales,Local Companies,4974002193.0
2013-09-03,sales,Local Companies,2208700203.0
2013-10-03,sales,Local Companies,5830155921.0
2013-11-03,sales,Local Companies,4076344707.0
2013-12-03,sales,Local Companies,4225977574.0
2014-01-03,sales,Local Companies,6996451164.0
2014-02-03,sales,Local Companies,3493428680.0
2014-03-03,sales,Local Companies,3207063813.0
2014-04-03,sales,Local Companies,6071311216.0
2014-05-03,sales,Local Companies,6523493947.0
2014-06-03,sales,Local Companies,4113284732.0
2014-07-03,sales,Local Companies,12840814248.0
2014-08-03,sales,Local Companies,10644222819.0
2014-09-03,sales,Local Companies,15183742866.0
2014-10-03,sales,Local Companies,16570945455.0
2014-11-03,sales,Local Companies,18011200406.0
2014-12-03,sales,Local Companies,13302555864.0
2015-01-03,sales,Local Companies,7691816995.0
2015-02-03,sales,Local Companies,5705232435.0
2015-03-03,sales,Local Companies,6812983686.0
2015-04-03,sales,Local Companies,3455039474.0
2015-05-03,sales,Local Companies,11716253441.0
2015-06-03,sales,Local Companies,3769763741.0
2015-07-03,sales,Local Companies,8960447488.0
2015-08-03,sales,Local Companies,9926368757.0
2015-09-03,sales,Local Companies,4204970436.0
2015-10-03,sales,Local Companies,5484718501.0
2015-11-03,sales,Local Companies,4543426910.0
2015-12-03,sales,Local Companies,2803159975.0
2016-01-03,sales,Local Companies,3158112230.0
2016-02-03,sales,Local Companies,2966779923.0
2016-03-03,sales,Local Companies,6557802930.0
2016-04-03,sales,Local Companies,4557475583.0
2016-05-03,sales,Local Companies,3406425338.0
2016-06-03,sales,Local Companies,3474636375.0
2016-07-03,sales,Local Companies,3692005745.0
2016-08-03,sales,Local Companies,6573026758.0
2016-09-03,sales,Local Companies,5342393871.0
2016-10-03,sales,Local Companies,3444202617.0
2016-11-03,sales,Local Companies,2721194395.0
2016-12-03,sales,Local Companies,5869997934.0
2017-01-03,sales,Local Companies,4645280169.0
2017-02-03,sales,Local Companies,4191326158.0
2017-03-03,sales,Local Companies,8475006630.0
2017-04-03,sales,Local Companies,7950260259.0
2017-05-03,sales,Local Companies,7817649212.0
2017-06-03,sales,Local Companies,4788829347.0
2017-07-03,sales,Local Companies,4320421606.0
2017-08-03,sales,Local Companies,4449424075.0
2017-09-03,sales,Local Companies,4918669290.0
2017-10-03,sales,Local Companies,5838017906.0
2017-11-03,sales,Local Companies,6099001821.0
2017-12-03,sales,Local Companies,2514046088.0
2018-01-03,sales,Local Companies,7146582499.0
2018-02-03,sales,Local Companies,7572038968.0
2018-03-03,sales,Local Companies,10325874211.0
2018-04-03,sales,Local Companies,3144557286.0
2018-05-03,sales,Local Companies,3295329990.0
2018-06-03,sales,Local Companies,2463505416.0
2018-07-03,sales,Local Companies,1724770720.0
2018-08-03,sales,Local Companies,2685217980.0
2018-09-03,sales,Local Companies,2896349979.0
2018-10-03,sales,Local Companies,2567312898.0
2018-11-03,sales,Local Companies,10509742830.0
2018-12-03,sales,Local Companies,3282597340.0
2019-01-03,sales,Local Companies,2508505744.0
2019-02-03,sales,Local Companies,3501128511.0
2019-03-03,sales,Local Companies,3002350127.0
2019-04-03,sales,Local Companies,1010167023.0
2019-05-03,sales,Local Companies,2599438125.0
2019-06-03,sales,Local Companies,6041350930.0
2019-07-03,sales,Local Companies,13563352805.0
2019-08-03,sales,Local Companies,4157966932.0
2019-09-03,sales,Local Companies,2619445839.0
2019-10-03,sales,Local Companies,4954735463.0
2019-11-03,sales,Local Companies,7853753848.0
2019-12-03,sales,Local Companies,3498833970.0
2020-01-03,sales,Local Companies,3560348017.0
2020-02-03,sales,Local Companies,3024936629.0
2020-03-03,sales,Local Companies,1493405302.0
2020-05-03,sales,Local Companies,6821713315.0
2020-06-03,sales,Local Companies,6432019469.0
2020-07-03,sales,Local Companies,6083500818.0
2020-08-03,sales,Local Companies,11106161910.0
2020-09-03,sales,Local Companies,16404855013.0
2020-10-03,sales,Local Companies,17166232243.0
2020-11-03,sales,Local Companies,16968557653.0
2020-12-03,sales,Local Companies,28885250806.0
2021-01-03,sales,Local Companies,64388843645.0
2021-02-03,sales,Local Companies,41580108679.0
2021-03-03,sales,Local Companies,10727860273.0
2021-04-03,sales,Local Companies,17432809483.0
2021-05-03,sales,Local Companies,10739571427.0
2021-06-03,sales,Local Companies,17111070288.0
2021-07-03,sales,Local Companies,16895540264.0
2021-08-03,sales,Local Companies,53603753882.0
2021-09-03,sales,Local Companies,52228561594.0
2021-10-03,sales,Local Companies,31142863371.0
2021-11-03,sales,Local Companies,52588993424.0
2021-12-03,sales,Local Companies,60398947680.0
