date,sector,market_cap
2020-01-01,Automobiles & Components,3545640000.0
2020-02-01,Automobiles & Components,3031080000.0
2020-03-01,Automobiles & Components,2661240000.0
2020-05-01,Automobiles & Components,3207960000.0
2020-06-01,Automobiles & Components,3392880000.0
2020-07-01,Automobiles & Components,3730560000.0
2020-08-01,Automobiles & Components,5137560000.0
2020-09-01,Automobiles & Components,6399840000.0
2020-10-01,Automobiles & Components,6407880000.0
2020-11-01,Automobiles & Components,7541520000.0
2020-12-01,Automobiles & Components,6954600000.0
2021-01-01,Automobiles & Components,7573680000.0
2021-02-01,Automobiles & Components,6343560000.0
2021-03-01,Automobiles & Components,6271200000.0
2021-04-01,Automobiles & Components,6753600000.0
2021-05-01,Automobiles & Components,6834000000.0
2021-06-01,Automobiles & Components,6777720000.0
2021-07-01,Automobiles & Components,7638000000.0
2021-08-01,Automobiles & Components,6705360000.0
2021-09-01,Automobiles & Components,6834000000.0
2021-10-01,Automobiles & Components,7927440000.0
2021-11-01,Automobiles & Components,7927440000.0
2021-12-01,Automobiles & Components,7927440000.0
2022-01-01,Automobiles & Components,5182519680.0
2022-02-01,Automobiles & Components,6882240000.0
2022-03-01,Automobiles & Components,4655160000.0
2022-04-01,Automobiles & Components,3674280000.0
2022-05-01,Automobiles & Components,4100400000.0
2022-06-01,Automobiles & Components,3650160000.0
2022-07-01,Automobiles & Components,3819000000.0
2022-08-01,Automobiles & Components,5459160000.0
2022-09-01,Automobiles & Components,5459160000.0
2022-10-01,Automobiles & Components,5402880000.0
2022-11-01,Automobiles & Components,4824000000.0
2022-12-01,Automobiles & Components,4663200000.0
2023-01-01,Automobiles & Components,4703400000.0
2023-02-01,Automobiles & Components,4703400000.0
2023-03-01,Automobiles & Components,4775760000.0
2023-04-01,Automobiles & Components,4639080000.0
2023-05-01,Automobiles & Components,4422000000.0
2023-06-01,Automobiles & Components,4960680000.0
2023-07-01,Automobiles & Components,5499360000.0
2023-08-01,Automobiles & Components,5362680000.0
2023-09-01,Automobiles & Components,5386800000.0
2023-10-01,Automobiles & Components,5137560000.0
2023-11-01,Automobiles & Components,5145600000.0
2023-12-01,Automobiles & Components,5105400000.0
2024-01-01,Automobiles & Components,4984800000.0
2024-02-01,Automobiles & Components,5242080000.0
2024-03-01,Automobiles & Components,5628000000.0
2024-04-01,Automobiles & Components,5901360000.0
2024-05-01,Automobiles & Components,6271200000.0
2024-06-01,Automobiles & Components,6271200000.0
2024-07-01,Automobiles & Components,5748600000.0
2024-08-01,Automobiles & Components,5748600000.0
2024-09-01,Automobiles & Components,5909400000.0
2024-10-01,Automobiles & Components,5965680000.0
2024-11-01,Automobiles & Components,6070200000.0
2024-12-01,Automobiles & Components,6713400000.0
2025-01-01,Automobiles & Components,6906360000.0
2025-02-01,Automobiles & Components,6448080000.0
2025-03-01,Automobiles & Components,6504360000.0
2025-04-01,Automobiles & Components,6464160000.0
2025-05-01,Automobiles & Components,6874200000.0
2025-06-01,Automobiles & Components,7187760000.0
2025-07-01,Automobiles & Components,8301300000.0
2025-08-01,Automobiles & Components,7879200000.0
2025-09-01,Automobiles & Components,7629960000.0
2025-10-01,Automobiles & Components,7396800000.0
2025-11-01,Automobiles & Components,7332480000.0
2025-12-01,Automobiles & Components,7203840000.0
2020-01-01,Banks,352989476976.3
2020-02-01,Banks,333408522550.3
2020-03-01,Banks,246449942294.4
2020-05-01,Banks,254499956911.2
2020-06-01,Banks,289288156985.4
2020-07-01,Banks,277858904941.1
2020-08-01,Banks,297575310163.4
2020-09-01,Banks,309830782595.7
2020-10-01,Banks,291785067659.2
2020-11-01,Banks,302292483850.3
2020-12-01,Banks,318887100149.5
2021-01-01,Banks,402926249052.9
2021-02-01,Banks,343493457641.85
2021-03-01,Banks,338241165177.2
2021-04-01,Banks,333431643891.0
2021-05-01,Banks,352984267008.1
2021-06-01,Banks,354836753505.45
2021-07-01,Banks,347315269975.65
2021-08-01,Banks,356944692238.55
2021-09-01,Banks,355703173020.15
2021-10-01,Banks,343540583741.45
2021-11-01,Banks,343540583741.45
2021-12-01,Banks,343540583741.45
2022-01-01,Banks,284978603991.92
2022-02-01,Banks,345043724985.1
2022-03-01,Banks,286500015806.51
2022-04-01,Banks,239378479600.56
2022-05-01,Banks,228647826630.24
2022-06-01,Banks,211800705941.74
2022-07-01,Banks,218742207014.74
2022-08-01,Banks,249719609687.9
2022-09-01,Banks,249719609687.9
2022-10-01,Banks,224028206716.6
2022-11-01,Banks,225696024634.6
2022-12-01,Banks,219847840003.0
2023-01-01,Banks,289886577141.5
2023-02-01,Banks,289886577141.5
2023-03-01,Banks,313279961162.6
2023-04-01,Banks,285419062526.95
2023-05-01,Banks,285791802894.75
2023-06-01,Banks,338022687886.2
2023-07-01,Banks,470862320595.9
2023-08-01,Banks,449194098041.2
2023-09-01,Banks,462710840402.85
2023-10-01,Banks,427554572508.15
2023-11-01,Banks,438471222556.15
2023-12-01,Banks,455379874416.45
2024-01-01,Banks,431798519651.95
2024-02-01,Banks,443278056465.45
2024-03-01,Banks,487211354808.9
2024-04-01,Banks,546740041503.35
2024-05-01,Banks,528966635285.6
2024-06-01,Banks,528966635285.6
2024-07-01,Banks,471301633058.6
2024-08-01,Banks,471301633058.6
2024-09-01,Banks,545205665484.15
2024-10-01,Banks,616229417876.75
2024-11-01,Banks,645191125906.35
2024-12-01,Banks,805912287235.25
2025-01-01,Banks,855819422651.75
2025-02-01,Banks,828553985331.5
2025-03-01,Banks,802069678094.95
2025-04-01,Banks,756466860194.2
2025-05-01,Banks,808373603104.1
2025-06-01,Banks,872347868498.2
2025-07-01,Banks,962425874235.95
2025-08-01,Banks,1059315910382.85
2025-09-01,Banks,1070504637840.25
2025-10-01,Banks,1099549205826.15
2025-11-01,Banks,1110509398259.35
2025-12-01,Banks,1088258687988.8
2005-01-01,"Banks, Finance & Insurance",68032097743.25
2005-02-01,"Banks, Finance & Insurance",71335487786.5
2005-03-01,"Banks, Finance & Insurance",77369417490.75
2005-04-01,"Banks, Finance & Insurance",81637098598.5
2005-05-01,"Banks, Finance & Insurance",85512982981.75
2005-06-01,"Banks, Finance & Insurance",84510338308.75
2005-07-01,"Banks, Finance & Insurance",86180774883.25
2005-08-01,"Banks, Finance & Insurance",92816044735.75
2005-09-01,"Banks, Finance & Insurance",103785638907.75
2005-10-01,"Banks, Finance & Insurance",112303872147.75
2005-11-01,"Banks, Finance & Insurance",105392509532.25
2005-12-01,"Banks, Finance & Insurance",91673580069.75
2006-01-01,"Banks, Finance & Insurance",100559188970.0
2006-02-01,"Banks, Finance & Insurance",104830534313.0
2006-03-01,"Banks, Finance & Insurance",106320464241.0
2006-04-01,"Banks, Finance & Insurance",105238902261.5
2006-05-01,"Banks, Finance & Insurance",103076834307.5
2006-06-01,"Banks, Finance & Insurance",98362297051.75
2006-07-01,"Banks, Finance & Insurance",100820791441.5
2006-08-01,"Banks, Finance & Insurance",103249511002.25
2006-09-01,"Banks, Finance & Insurance",110197733352.25
2006-10-01,"Banks, Finance & Insurance",118521485539.25
2006-11-01,"Banks, Finance & Insurance",125112380132.5
2006-12-01,"Banks, Finance & Insurance",125110797361.5
2007-01-01,"Banks, Finance & Insurance",138033423881.5
2007-02-01,"Banks, Finance & Insurance",142266870831.75
2007-03-01,"Banks, Finance & Insurance",133479448663.0
2007-04-01,"Banks, Finance & Insurance",137354117890.25
2007-05-01,"Banks, Finance & Insurance",121655801777.0
2007-06-01,"Banks, Finance & Insurance",130848715668.0
2007-07-01,"Banks, Finance & Insurance",128398280457.25
2007-08-01,"Banks, Finance & Insurance",132977430724.25
2007-09-01,"Banks, Finance & Insurance",131795372991.25
2007-10-01,"Banks, Finance & Insurance",139547857365.25
2007-11-01,"Banks, Finance & Insurance",138890487278.75
2007-12-01,"Banks, Finance & Insurance",142158403207.5
2008-01-01,"Banks, Finance & Insurance",135552794769.0
2008-02-01,"Banks, Finance & Insurance",139889383770.75
2008-03-01,"Banks, Finance & Insurance",139617354433.25
2008-04-01,"Banks, Finance & Insurance",140802595176.5
2008-05-01,"Banks, Finance & Insurance",135796942305.75
2008-06-01,"Banks, Finance & Insurance",128184327273.5
2008-07-01,"Banks, Finance & Insurance",130915731361.5
2008-08-01,"Banks, Finance & Insurance",131697319593.25
2008-09-01,"Banks, Finance & Insurance",118826123545.0
2008-10-01,"Banks, Finance & Insurance",100267714609.5
2008-11-01,"Banks, Finance & Insurance",90367134644.0
2008-12-01,"Banks, Finance & Insurance",82049659845.25
2009-01-01,"Banks, Finance & Insurance",105960797180.75
2009-02-01,"Banks, Finance & Insurance",96842259478.75
2009-03-01,"Banks, Finance & Insurance",91989059524.75
2009-04-01,"Banks, Finance & Insurance",102160095884.0
2009-05-01,"Banks, Finance & Insurance",131053913115.75
2009-06-01,"Banks, Finance & Insurance",139694557108.0
2009-07-01,"Banks, Finance & Insurance",147354574428.0
2009-08-01,"Banks, Finance & Insurance",154284155210.75
2009-09-01,"Banks, Finance & Insurance",179062538014.25
2009-10-01,"Banks, Finance & Insurance",185450797854.5
2009-11-01,"Banks, Finance & Insurance",177475127062.75
2009-12-01,"Banks, Finance & Insurance",195325938193.0
2010-01-01,"Banks, Finance & Insurance",204093616872.0
2010-02-01,"Banks, Finance & Insurance",213791066429.25
2010-03-01,"Banks, Finance & Insurance",216587842405.0
2010-04-01,"Banks, Finance & Insurance",254104576597.0
2010-05-01,"Banks, Finance & Insurance",261579433974.25
2010-06-01,"Banks, Finance & Insurance",306675106624.75
2010-07-01,"Banks, Finance & Insurance",330375236468.75
2010-08-01,"Banks, Finance & Insurance",368441078608.6
2010-09-01,"Banks, Finance & Insurance",530064044588.7
2010-10-01,"Banks, Finance & Insurance",507297887135.1
2010-11-01,"Banks, Finance & Insurance",479695695892.2
2010-12-01,"Banks, Finance & Insurance",489116806382.4
2011-01-01,"Banks, Finance & Insurance",527969519465.3
2011-02-01,"Banks, Finance & Insurance",528033683714.4
2011-03-01,"Banks, Finance & Insurance",534693957812.4
2011-04-01,"Banks, Finance & Insurance",531646966868.0
2011-05-01,"Banks, Finance & Insurance",563124003053.6
2011-06-01,"Banks, Finance & Insurance",519376627907.0
2011-07-01,"Banks, Finance & Insurance",567989002610.1
2011-08-01,"Banks, Finance & Insurance",550937169824.0
2011-09-01,"Banks, Finance & Insurance",556259778998.4
2011-10-01,"Banks, Finance & Insurance",510495075143.3
2011-11-01,"Banks, Finance & Insurance",506910453063.2
2011-12-01,"Banks, Finance & Insurance",499180051844.5
2012-01-01,"Banks, Finance & Insurance",476350878242.5
2012-02-01,"Banks, Finance & Insurance",448477728784.5
2012-03-01,"Banks, Finance & Insurance",438845911567.0
2012-04-01,"Banks, Finance & Insurance",438602206055.9
2012-05-01,"Banks, Finance & Insurance",388225063029.7
2012-06-01,"Banks, Finance & Insurance",419219262541.6
2012-07-01,"Banks, Finance & Insurance",417133605648.8
2012-08-01,"Banks, Finance & Insurance",451883474167.8
2012-09-01,"Banks, Finance & Insurance",548136010551.6
2012-10-01,"Banks, Finance & Insurance",493820647062.2
2012-11-01,"Banks, Finance & Insurance",467176328084.8
2012-12-01,"Banks, Finance & Insurance",490560824544.9
2013-01-01,"Banks, Finance & Insurance",513519174356.7
2013-02-01,"Banks, Finance & Insurance",510542028922.0
2013-03-01,"Banks, Finance & Insurance",526647776335.9
2013-04-01,"Banks, Finance & Insurance",538245550178.2
2013-05-01,"Banks, Finance & Insurance",556124446351.5
2013-06-01,"Banks, Finance & Insurance",528573912191.2
2013-07-01,"Banks, Finance & Insurance",522620604243.4
2013-08-01,"Banks, Finance & Insurance",499434508813.9
2013-09-01,"Banks, Finance & Insurance",500516169098.7
2013-10-01,"Banks, Finance & Insurance",510512507446.4
2013-11-01,"Banks, Finance & Insurance",499423355747.8
2013-12-01,"Banks, Finance & Insurance",512792352293.0
2014-01-01,"Banks, Finance & Insurance",566415870939.1
2014-02-01,"Banks, Finance & Insurance",537914831374.1
2014-03-01,"Banks, Finance & Insurance",536542253890.6
2014-04-01,"Banks, Finance & Insurance",562456646215.3
2014-05-01,"Banks, Finance & Insurance",567396913673.1
2014-06-01,"Banks, Finance & Insurance",594480526300.5
2014-07-01,"Banks, Finance & Insurance",629186484023.3
2014-08-01,"Banks, Finance & Insurance",660533163970.3
2014-09-01,"Banks, Finance & Insurance",703950824800.8
2014-10-01,"Banks, Finance & Insurance",745063750682.1
2014-11-01,"Banks, Finance & Insurance",723425244625.7
2014-12-01,"Banks, Finance & Insurance",753694515102.1
2015-01-01,"Banks, Finance & Insurance",739406834566.6
2015-02-01,"Banks, Finance & Insurance",776931968387.9
2015-03-01,"Banks, Finance & Insurance",726248436805.5
2015-04-01,"Banks, Finance & Insurance",773231873338.1
2015-05-01,"Banks, Finance & Insurance",790298395760.1
2015-06-01,"Banks, Finance & Insurance",758492447921.4
2015-07-01,"Banks, Finance & Insurance",790607739830.5
2015-08-01,"Banks, Finance & Insurance",782777512879.8
2015-09-01,"Banks, Finance & Insurance",730931375778.6
2015-10-01,"Banks, Finance & Insurance",733245233066.9
2015-11-01,"Banks, Finance & Insurance",697588622524.5
2015-12-01,"Banks, Finance & Insurance",699843602459.4
2016-01-01,"Banks, Finance & Insurance",638450803484.0
2016-02-01,"Banks, Finance & Insurance",623615165718.5
2016-03-01,"Banks, Finance & Insurance",618251791010.1
2016-04-01,"Banks, Finance & Insurance",669529770612.4
2016-05-01,"Banks, Finance & Insurance",660323334529.1
2016-06-01,"Banks, Finance & Insurance",632556759541.3
2016-07-01,"Banks, Finance & Insurance",650483991234.4
2016-08-01,"Banks, Finance & Insurance",669007106798.5
2016-09-01,"Banks, Finance & Insurance",680819331626.3
2016-10-01,"Banks, Finance & Insurance",664540630639.7
2016-11-01,"Banks, Finance & Insurance",637343431206.1
2016-12-01,"Banks, Finance & Insurance",653858175254.5
2017-01-01,"Banks, Finance & Insurance",633463737703.7
2017-02-01,"Banks, Finance & Insurance",635474440678.3
2017-03-01,"Banks, Finance & Insurance",613272432460.6
2017-04-01,"Banks, Finance & Insurance",670333525040.9
2017-05-01,"Banks, Finance & Insurance",708194449454.7
2017-06-01,"Banks, Finance & Insurance",757108343785.9
2017-07-01,"Banks, Finance & Insurance",758540498627.4
2017-08-01,"Banks, Finance & Insurance",756315345470.0
2017-09-01,"Banks, Finance & Insurance",761626153161.8
2017-10-01,"Banks, Finance & Insurance",815617981292.7
2017-11-01,"Banks, Finance & Insurance",777630503052.7
2017-12-01,"Banks, Finance & Insurance",769974550674.5
2018-01-01,"Banks, Finance & Insurance",780234108250.1
2018-02-01,"Banks, Finance & Insurance",805064671090.5
2018-03-01,"Banks, Finance & Insurance",809698587934.15
2018-04-01,"Banks, Finance & Insurance",817559927096.8
2018-05-01,"Banks, Finance & Insurance",810458606905.7
2018-06-01,"Banks, Finance & Insurance",769382889780.7
2018-07-01,"Banks, Finance & Insurance",765094389724.8
2018-08-01,"Banks, Finance & Insurance",761713855446.3
2018-09-01,"Banks, Finance & Insurance",737713106430.6
2018-10-01,"Banks, Finance & Insurance",745155246446.0
2018-11-01,"Banks, Finance & Insurance",756718598984.3
2018-12-01,"Banks, Finance & Insurance",784242027257.3
2019-01-01,"Banks, Finance & Insurance",779379176151.2
2019-02-01,"Banks, Finance & Insurance",739676018931.7
2019-03-01,"Banks, Finance & Insurance",706744080791.6
2019-04-01,"Banks, Finance & Insurance",696684821334.6
2019-05-01,"Banks, Finance & Insurance",668538528622.3
2019-06-01,"Banks, Finance & Insurance",676217261812.2
2019-07-01,"Banks, Finance & Insurance",788357334986.3
2019-08-01,"Banks, Finance & Insurance",783971908102.9
2019-09-01,"Banks, Finance & Insurance",747199183474.0
2019-10-01,"Banks, Finance & Insurance",730560627005.1
2019-11-01,"Banks, Finance & Insurance",747803148137.6
2019-12-01,"Banks, Finance & Insurance",757326933294.7
2005-01-01,"Beverage, Food & Tobacco",36455513999.5
2005-02-01,"Beverage, Food & Tobacco",38084774354.75
2005-03-01,"Beverage, Food & Tobacco",38034066103.0
2005-04-01,"Beverage, Food & Tobacco",39443093019.0
2005-05-01,"Beverage, Food & Tobacco",41048991950.5
2005-06-01,"Beverage, Food & Tobacco",40847703787.75
2005-07-01,"Beverage, Food & Tobacco",43968910162.5
2005-08-01,"Beverage, Food & Tobacco",45957811497.25
2005-09-01,"Beverage, Food & Tobacco",57805426624.5
2005-10-01,"Beverage, Food & Tobacco",59496342676.5
2005-11-01,"Beverage, Food & Tobacco",53939411616.5
2005-12-01,"Beverage, Food & Tobacco",45416551004.0
2006-01-01,"Beverage, Food & Tobacco",49914694017.0
2006-02-01,"Beverage, Food & Tobacco",52894078894.25
2006-03-01,"Beverage, Food & Tobacco",54281602739.0
2006-04-01,"Beverage, Food & Tobacco",54822468035.0
2006-05-01,"Beverage, Food & Tobacco",52761158549.75
2006-06-01,"Beverage, Food & Tobacco",53927652005.5
2006-07-01,"Beverage, Food & Tobacco",56834506627.75
2006-08-01,"Beverage, Food & Tobacco",57206127705.25
2006-09-01,"Beverage, Food & Tobacco",62614416679.75
2006-10-01,"Beverage, Food & Tobacco",68078629905.5
2006-11-01,"Beverage, Food & Tobacco",78336000336.0
2006-12-01,"Beverage, Food & Tobacco",77048390028.25
2007-01-01,"Beverage, Food & Tobacco",83684029315.75
2007-02-01,"Beverage, Food & Tobacco",84045955302.5
2007-03-01,"Beverage, Food & Tobacco",75330117593.0
2007-04-01,"Beverage, Food & Tobacco",77830405319.0
2007-05-01,"Beverage, Food & Tobacco",69128676793.25
2007-06-01,"Beverage, Food & Tobacco",71433127315.0
2007-07-01,"Beverage, Food & Tobacco",68357663993.25
2007-08-01,"Beverage, Food & Tobacco",72137153545.0
2007-09-01,"Beverage, Food & Tobacco",77213337412.5
2007-10-01,"Beverage, Food & Tobacco",76828884602.5
2007-11-01,"Beverage, Food & Tobacco",74975299577.0
2007-12-01,"Beverage, Food & Tobacco",76608975589.0
2008-01-01,"Beverage, Food & Tobacco",76052735835.75
2008-02-01,"Beverage, Food & Tobacco",80245272097.75
2008-03-01,"Beverage, Food & Tobacco",84042070243.25
2008-04-01,"Beverage, Food & Tobacco",87696099181.5
2008-05-01,"Beverage, Food & Tobacco",87692127121.0
2008-06-01,"Beverage, Food & Tobacco",84334593382.75
2008-07-01,"Beverage, Food & Tobacco",82943346803.5
2008-08-01,"Beverage, Food & Tobacco",83373793281.25
2008-09-01,"Beverage, Food & Tobacco",76465351229.75
2008-10-01,"Beverage, Food & Tobacco",64913776173.75
2008-11-01,"Beverage, Food & Tobacco",61819799500.0
2008-12-01,"Beverage, Food & Tobacco",60395241646.0
2009-01-01,"Beverage, Food & Tobacco",75393126448.5
2009-02-01,"Beverage, Food & Tobacco",74465436340.0
2009-03-01,"Beverage, Food & Tobacco",72529556761.0
2009-04-01,"Beverage, Food & Tobacco",82515168160.0
2009-05-01,"Beverage, Food & Tobacco",92988934052.75
2009-06-01,"Beverage, Food & Tobacco",97619386564.0
2009-07-01,"Beverage, Food & Tobacco",99660889695.75
2009-08-01,"Beverage, Food & Tobacco",114050640578.0
2009-09-01,"Beverage, Food & Tobacco",117236712095.0
2009-10-01,"Beverage, Food & Tobacco",121505504651.0
2009-11-01,"Beverage, Food & Tobacco",117714743025.0
2009-12-01,"Beverage, Food & Tobacco",130713770285.0
2010-01-01,"Beverage, Food & Tobacco",145071834479.0
2010-02-01,"Beverage, Food & Tobacco",156410933556.0
2010-03-01,"Beverage, Food & Tobacco",158753939095.0
2010-04-01,"Beverage, Food & Tobacco",184529864963.25
2010-05-01,"Beverage, Food & Tobacco",195489633672.0
2010-06-01,"Beverage, Food & Tobacco",201513794694.25
2010-07-01,"Beverage, Food & Tobacco",221255902846.0
2010-08-01,"Beverage, Food & Tobacco",237889628138.0
2010-09-01,"Beverage, Food & Tobacco",273543784501.0
2010-10-01,"Beverage, Food & Tobacco",267323274589.5
2010-11-01,"Beverage, Food & Tobacco",263272821745.0
2010-12-01,"Beverage, Food & Tobacco",271238019654.0
2011-01-01,"Beverage, Food & Tobacco",289023613426.6
2011-02-01,"Beverage, Food & Tobacco",294132242554.3
2011-03-01,"Beverage, Food & Tobacco",291907466322.4
2011-04-01,"Beverage, Food & Tobacco",305773739831.8
2011-05-01,"Beverage, Food & Tobacco",304719405165.9
2011-06-01,"Beverage, Food & Tobacco",284673337745.2
2011-07-01,"Beverage, Food & Tobacco",280125607794.3
2011-08-01,"Beverage, Food & Tobacco",296772693207.8
2011-09-01,"Beverage, Food & Tobacco",299232619375.1
2011-10-01,"Beverage, Food & Tobacco",288788469893.0
2011-11-01,"Beverage, Food & Tobacco",290622672157.6
2011-12-01,"Beverage, Food & Tobacco",301815880834.1
2012-01-01,"Beverage, Food & Tobacco",290173477480.5
2012-02-01,"Beverage, Food & Tobacco",285768363999.2
2012-03-01,"Beverage, Food & Tobacco",291549436723.5
2012-04-01,"Beverage, Food & Tobacco",340098172783.7
2012-05-01,"Beverage, Food & Tobacco",317887296078.6
2012-06-01,"Beverage, Food & Tobacco",319780912959.8
2012-07-01,"Beverage, Food & Tobacco",327783746977.0
2012-08-01,"Beverage, Food & Tobacco",328953820137.7
2012-09-01,"Beverage, Food & Tobacco",358322979043.1
2012-10-01,"Beverage, Food & Tobacco",346969606316.8
2012-11-01,"Beverage, Food & Tobacco",354560336356.4
2012-12-01,"Beverage, Food & Tobacco",399720125324.5
2013-01-01,"Beverage, Food & Tobacco",415544603022.0
2013-02-01,"Beverage, Food & Tobacco",390102789156.3
2013-03-01,"Beverage, Food & Tobacco",403044993482.7
2013-04-01,"Beverage, Food & Tobacco",420101166204.3
2013-05-01,"Beverage, Food & Tobacco",490703583599.5
2013-06-01,"Beverage, Food & Tobacco",478940802479.6
2013-07-01,"Beverage, Food & Tobacco",486125527844.1
2013-08-01,"Beverage, Food & Tobacco",510829367090.1
2013-09-01,"Beverage, Food & Tobacco",478121555208.9
2013-10-01,"Beverage, Food & Tobacco",488370945720.9
2013-11-01,"Beverage, Food & Tobacco",475642269492.0
2013-12-01,"Beverage, Food & Tobacco",511662665386.5
2014-01-01,"Beverage, Food & Tobacco",545725452259.7
2014-02-01,"Beverage, Food & Tobacco",491523770369.4
2014-03-01,"Beverage, Food & Tobacco",483751566371.7
2014-04-01,"Beverage, Food & Tobacco",500829460079.0
2014-05-01,"Beverage, Food & Tobacco",487782096041.7
2014-06-01,"Beverage, Food & Tobacco",497556516481.2
2014-07-01,"Beverage, Food & Tobacco",545440297534.3
2014-08-01,"Beverage, Food & Tobacco",566761772396.2
2014-09-01,"Beverage, Food & Tobacco",557082184428.0
2014-10-01,"Beverage, Food & Tobacco",553608803954.6
2014-11-01,"Beverage, Food & Tobacco",539816256606.0
2014-12-01,"Beverage, Food & Tobacco",539879217291.1
2015-01-01,"Beverage, Food & Tobacco",554226651996.3
2015-02-01,"Beverage, Food & Tobacco",569323036436.0
2015-03-01,"Beverage, Food & Tobacco",542750454463.5
2015-04-01,"Beverage, Food & Tobacco",557186420577.0
2015-05-01,"Beverage, Food & Tobacco",561841244212.2
2015-06-01,"Beverage, Food & Tobacco",535157277361.8
2015-07-01,"Beverage, Food & Tobacco",554860359556.5
2015-08-01,"Beverage, Food & Tobacco",565882949947.0
2015-09-01,"Beverage, Food & Tobacco",561942681043.4
2015-10-01,"Beverage, Food & Tobacco",563113784656.2
2015-11-01,"Beverage, Food & Tobacco",570613778025.9
2015-12-01,"Beverage, Food & Tobacco",562956925674.0
2016-01-01,"Beverage, Food & Tobacco",533210086081.5
2016-02-01,"Beverage, Food & Tobacco",531434728548.4
2016-03-01,"Beverage, Food & Tobacco",520977113136.9
2016-04-01,"Beverage, Food & Tobacco",551707352703.7
2016-05-01,"Beverage, Food & Tobacco",574511561293.1
2016-06-01,"Beverage, Food & Tobacco",562059576222.8
2016-07-01,"Beverage, Food & Tobacco",551360253239.4
2016-08-01,"Beverage, Food & Tobacco",553466437457.0
2016-09-01,"Beverage, Food & Tobacco",536533350097.9
2016-10-01,"Beverage, Food & Tobacco",529015425451.0
2016-11-01,"Beverage, Food & Tobacco",547290440682.9
2016-12-01,"Beverage, Food & Tobacco",533894068227.6
2017-01-01,"Beverage, Food & Tobacco",530145135619.3
2017-02-01,"Beverage, Food & Tobacco",536916871957.6
2017-03-01,"Beverage, Food & Tobacco",552941457303.8
2017-04-01,"Beverage, Food & Tobacco",610436756086.8
2017-05-01,"Beverage, Food & Tobacco",593273956818.5
2017-06-01,"Beverage, Food & Tobacco",586380572635.4
2017-07-01,"Beverage, Food & Tobacco",572051839681.5
2017-08-01,"Beverage, Food & Tobacco",550204708871.9
2017-09-01,"Beverage, Food & Tobacco",561254853269.1
2017-10-01,"Beverage, Food & Tobacco",578188477073.5
2017-11-01,"Beverage, Food & Tobacco",572083832090.6
2017-12-01,"Beverage, Food & Tobacco",581570397409.5
2018-01-01,"Beverage, Food & Tobacco",595247267690.9
2018-02-01,"Beverage, Food & Tobacco",640501389018.9
2018-03-01,"Beverage, Food & Tobacco",634994988161.1
2018-04-01,"Beverage, Food & Tobacco",631542630521.1
2018-05-01,"Beverage, Food & Tobacco",642046873201.2
2018-06-01,"Beverage, Food & Tobacco",647414904174.8
2018-07-01,"Beverage, Food & Tobacco",655785549971.7
2018-08-01,"Beverage, Food & Tobacco",678092543034.6
2018-09-01,"Beverage, Food & Tobacco",656862750051.8
2018-10-01,"Beverage, Food & Tobacco",651756572217.9
2018-11-01,"Beverage, Food & Tobacco",651941792991.4
2018-12-01,"Beverage, Food & Tobacco",650715232256.4
2019-01-01,"Beverage, Food & Tobacco",649792710169.8
2019-02-01,"Beverage, Food & Tobacco",637603602210.9
2019-03-01,"Beverage, Food & Tobacco",612497482116.3
2019-04-01,"Beverage, Food & Tobacco",606771621470.7
2019-05-01,"Beverage, Food & Tobacco",592044944212.4
2019-06-01,"Beverage, Food & Tobacco",591200187107.4
2019-07-01,"Beverage, Food & Tobacco",617374673074.4
2019-08-01,"Beverage, Food & Tobacco",596646601784.5
2019-09-01,"Beverage, Food & Tobacco",578451960996.3
2019-10-01,"Beverage, Food & Tobacco",577063171925.1
2019-11-01,"Beverage, Food & Tobacco",611112624764.8
2019-12-01,"Beverage, Food & Tobacco",592734171437.3
2020-01-01,Capital Goods,428960650310.1
2020-02-01,Capital Goods,391208507193.0
2020-03-01,Capital Goods,305363064177.5
2020-05-01,Capital Goods,316051577539.6
2020-06-01,Capital Goods,345469628305.4
2020-07-01,Capital Goods,334113681400.6
2020-08-01,Capital Goods,378860848626.7
2020-09-01,Capital Goods,420109056249.4
2020-10-01,Capital Goods,402264937541.8
2020-11-01,Capital Goods,473454920310.1
2020-12-01,Capital Goods,513109339588.2
2021-01-01,Capital Goods,720255856892.3
2021-02-01,Capital Goods,594766363253.9
2021-03-01,Capital Goods,562693430020.65
2021-04-01,Capital Goods,591016362021.7
2021-05-01,Capital Goods,603489501646.3
2021-06-01,Capital Goods,585248420768.4
2021-07-01,Capital Goods,616550461008.7
2021-08-01,Capital Goods,636579626410.0
2021-09-01,Capital Goods,679075516722.75
2021-10-01,Capital Goods,882432887226.05
2021-11-01,Capital Goods,882432887226.05
2021-12-01,Capital Goods,882432887226.05
2022-01-01,Capital Goods,354324340789.29
2022-02-01,Capital Goods,851318602782.1
2022-03-01,Capital Goods,606561150738.8
2022-04-01,Capital Goods,505706004585.7
2022-05-01,Capital Goods,525198375766.2
2022-06-01,Capital Goods,497860632398.3
2022-07-01,Capital Goods,509836070887.35
2022-08-01,Capital Goods,720413000932.55
2022-09-01,Capital Goods,720413000932.55
2022-10-01,Capital Goods,619130387020.15
2022-11-01,Capital Goods,607780015686.2
2022-12-01,Capital Goods,578526967599.5
2023-01-01,Capital Goods,595180618659.75
2023-02-01,Capital Goods,595180618659.75
2023-03-01,Capital Goods,600496876932.4
